source,ra,dec,reference,band,magnitude,magnitude_error,spectral_type_string,spectral_type_code,spectral_type_reference
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W1,12.82,0.023,L0.0,70.0,Bard14
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W1,12.82,0.023,L0:,70.0,Reid08.1290
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W1,12.83,0.012,L0.0,70.0,Bard14
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W1,12.83,0.012,L0:,70.0,Reid08.1290
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W2,12.511,0.023,L0.0,70.0,Bard14
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W2,12.511,0.023,L0:,70.0,Reid08.1290
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W2,12.541,0.009,L0.0,70.0,Bard14
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W2,12.541,0.009,L0:,70.0,Reid08.1290
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W3,12.23,0.179,L0.0,70.0,Bard14
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W3,12.23,0.179,L0:,70.0,Reid08.1290
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W3,12.167,0.209,L0.0,70.0,Bard14
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W3,12.167,0.209,L0:,70.0,Reid08.1290
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W4,9.273,,L0.0,70.0,Bard14
2MASS J04012977-4050448,60.374042,-40.8458,Reid08.1290,WISE.W4,9.273,,L0:,70.0,Reid08.1290
WISEA J125721.01+715349.3,194.33754166666665,71.89702777777778,Meis20.123,IRAC.I1,18.89,0.16,Y1,91.0,Meis20.123
WISEA J125721.01+715349.3,194.33754166666665,71.89702777777778,Meis20.123,IRAC.I2,16.16,0.02,Y1,91.0,Meis20.123
WISEA J125721.01+715349.3,194.33754166666665,71.89702777777778,Meis20.123,WFCAM.J,19.02,,Y1,91.0,Meis20.123
WISEA J125721.01+715349.3,194.33754166666665,71.89702777777778,Meis20.123,WISE.W1,18.706,0.15,Y1,91.0,Meis20.123
WISEA J125721.01+715349.3,194.33754166666665,71.89702777777778,Meis20.123,WISE.W2,16.074,0.046,Y1,91.0,Meis20.123
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,2MASS.H,13.056,0.024,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,2MASS.H,13.056,0.024,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,2MASS.J,14.006,0.026,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,2MASS.J,14.006,0.026,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,2MASS.Ks,12.476,0.024,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,2MASS.Ks,12.476,0.024,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA2.G,19.15917205810547,0.0029440708706507924,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA2.G,19.15917205810547,0.0029440708706507924,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA2.Grp,17.455686569213867,0.015539146017154679,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA2.Grp,17.455686569213867,0.015539146017154679,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA3.G,19.159053802490234,0.002867700766028684,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA3.G,19.159053802490234,0.002867700766028684,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA3.Grp,17.564668655395508,0.013024938803167517,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,GAIA3.Grp,17.564668655395508,0.013024938803167517,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,IRAC.I2,11.68,0.02,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,IRAC.I2,11.68,0.02,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.i,18.86,0.03,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.i,18.86,0.03,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.r,21.01,0.06,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.r,21.01,0.06,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.y,16.16,0.01,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.y,16.16,0.01,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.z,17.2,0.01,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,PAN-STARRS/PS1.z,17.2,0.01,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.H,13.114,0.002,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.H,13.114,0.002,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.J,13.928,0.002,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.J,13.928,0.002,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.K,12.44,0.002,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.K,12.44,0.002,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.Y,15.257,0.005,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WFCAM.Y,15.257,0.005,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WISE.W1,11.914,0.01,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WISE.W1,11.914,0.01,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WISE.W2,11.655,0.008,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WISE.W2,11.655,0.008,L5.0,75.0,Bard14
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WISE.W3,11.16,0.179,L3,73.0,Fan_00
SDSS J120358.19+001550.3,180.99217,0.26388889,Fan_00,WISE.W3,11.16,0.179,L5.0,75.0,Bard14
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,2MASS.H,15.812,0.176,T2,82.0,Best20.257
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,2MASS.J,16.436,0.133,T2,82.0,Best20.257
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,2MASS.Ks,14.9,0.135,T2,82.0,Best20.257
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,WFCAM.J,16.382,0.013,T2,82.0,Best20.257
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,WFCAM.K,15.108,0.016,T2,82.0,Best20.257
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,WISE.W1,14.26,0.015,T2,82.0,Best20.257
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,WISE.W2,13.617,0.012,T2,82.0,Best20.257
PSO J069.7303+04.3834,69.7299,4.3834,Best20.257,WISE.W3,12.139,0.329,T2,82.0,Best20.257
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,2MASS.H,13.533,0.024,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,2MASS.J,14.338,0.029,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,2MASS.Ks,13.057,0.03,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,GAIA2.G,19.156709671020508,0.0035163186408353393,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,GAIA2.Grp,17.443668365478516,0.011577908002775942,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,GAIA3.G,19.165529251098633,0.003084912152121419,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,GAIA3.Grp,17.503618240356445,0.010711973724818311,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,PAN-STARRS/PS1.i,18.62,0.01,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,PAN-STARRS/PS1.r,21.09,0.02,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,PAN-STARRS/PS1.y,16.21,0.01,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,PAN-STARRS/PS1.z,17.18,0.01,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WFCAM.H,13.599,0.03,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WFCAM.J,14.268,0.004,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WFCAM.K,12.98,0.003,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WISE.W1,12.608,0.025,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WISE.W1,12.624,0.012,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WISE.W2,12.291,0.023,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WISE.W2,12.341,0.009,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WISE.W3,12.044,0.162,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WISE.W3,11.927,0.165,L0:,70.0,Cruz07
2MASS J14044495+4634297,211.18696,46.57513,Cruz07,WISE.W4,8.996,,L0:,70.0,Cruz07
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,2MASS.H,14.866,0.102,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,2MASS.H,14.866,0.102,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,2MASS.J,14.9,0.054,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,2MASS.J,14.9,0.054,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,2MASS.Ks,14.843,0.114,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,2MASS.Ks,14.843,0.114,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,IRAC.I1,13.63,0.04,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,IRAC.I1,13.63,0.04,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,IRAC.I2,12.71,0.02,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,IRAC.I2,12.71,0.02,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,PAN-STARRS/PS1.y,17.29,0.02,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,PAN-STARRS/PS1.y,17.29,0.02,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,PAN-STARRS/PS1.z,19.01,0.04,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,PAN-STARRS/PS1.z,19.01,0.04,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.H,14.74,0.03,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.H,14.74,0.03,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.J,14.6,0.03,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.J,14.6,0.03,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.K,14.91,0.03,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.K,14.91,0.03,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.Y,15.676,0.059,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WFCAM.Y,15.676,0.059,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WISE.W1,14.283,0.037,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WISE.W1,14.283,0.037,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WISE.W2,12.685,0.017,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WISE.W2,12.685,0.017,T6,86.0,Burg03.510
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WISE.W3,11.623,0.23,T5.5,85.5,Burg06.1067
2MASSI J1534498-295227,233.7077,-29.8744,Burg02.421,WISE.W3,11.623,0.23,T6,86.0,Burg03.510
ULAS J161938.12+300756.4,244.9086,30.1321,Burn13,WFCAM.H,18.79,0.06,T5,85.0,Burn13
ULAS J161938.12+300756.4,244.9086,30.1321,Burn13,WFCAM.J,18.447,0.056,T5,85.0,Burn13
ULAS J161938.12+300756.4,244.9086,30.1321,Burn13,WFCAM.Y,19.84,0.11,T5,85.0,Burn13
ULAS J161938.12+300756.4,244.9086,30.1321,Burn13,WFCAM.Y,19.843,0.106,T5,85.0,Burn13
ULAS J161938.12+300756.4,244.9086,30.1321,Burn13,WISE.W1,17.407,0.06,T5,85.0,Burn13
ULAS J161938.12+300756.4,244.9086,30.1321,Burn13,WISE.W2,16.713,0.1,T5,85.0,Burn13
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,IRAC.I1,18.73,0.17,Y0,90.0,Meis20.74
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,IRAC.I2,16.26,0.02,Y0,90.0,Meis20.74
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,JWST/MIRI.F1000W,14.155,0.033,Y0,90.0,Meis20.74
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,JWST/MIRI.F1500W,13.233,0.033,Y0,90.0,Meis20.74
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,JWST/MIRI.F1800W,13.097,0.033,Y0,90.0,Meis20.74
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,JWST/MIRI.F2100W,13.141,0.033,Y0,90.0,Meis20.74
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,WFCAM.J,19.83,,Y0,90.0,Meis20.74
CWISEP J104756.81+545741.6,161.9867083333333,54.961555555555556,Meis20.74,WISE.W2,16.177,0.064,Y0,90.0,Meis20.74
WISE J221140.52-475826.5,332.9189,-47.9741,Tinn18,IRAC.I1,16.38,0.04,T7.8,87.8,Tinn18
WISE J221140.52-475826.5,332.9189,-47.9741,Tinn18,IRAC.I2,14.62,0.02,T7.8,87.8,Tinn18
WISE J221140.52-475826.5,332.9189,-47.9741,Tinn18,WFCAM.H,17.79,0.04,T7.8,87.8,Tinn18
WISE J221140.52-475826.5,332.9189,-47.9741,Tinn18,WFCAM.J,17.48,0.02,T7.8,87.8,Tinn18
WISE J221140.52-475826.5,332.9189,-47.9741,Tinn18,WISE.W1,17.348,0.062,T7.8,87.8,Tinn18
WISE J221140.52-475826.5,332.9189,-47.9741,Tinn18,WISE.W2,14.673,0.019,T7.8,87.8,Tinn18
WISE J221140.52-475826.5,332.9189,-47.9741,Tinn18,WISE.W3,12.508,0.476,T7.8,87.8,Tinn18
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,2MASS.H,13.516,0.031,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,2MASS.H,13.516,0.031,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,2MASS.J,14.48,0.03,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,2MASS.J,14.48,0.03,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,2MASS.Ks,12.791,0.03,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,2MASS.Ks,12.791,0.03,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA2.G,19.538602828979492,0.003728252754760509,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA2.G,19.538602828979492,0.003728252754760509,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA2.Grp,17.849647521972656,0.013486789888818032,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA2.Grp,17.849647521972656,0.013486789888818032,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA3.G,19.569103240966797,0.003530251825970701,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA3.G,19.569103240966797,0.003530251825970701,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA3.Grp,17.907033920288086,0.014154883220797655,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,GAIA3.Grp,17.907033920288086,0.014154883220797655,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.i,19.02,0.01,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.i,19.02,0.01,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.r,21.17,0.06,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.r,21.17,0.06,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.y,16.61,0.01,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.y,16.61,0.01,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.z,17.56,0.01,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,PAN-STARRS/PS1.z,17.56,0.01,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.H,13.503,0.003,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.H,13.503,0.003,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.J,14.418,0.003,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.J,14.418,0.003,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.K,12.822,0.002,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.K,12.822,0.002,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.Y,15.714,0.006,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WFCAM.Y,15.714,0.006,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W1,12.324,0.025,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W1,12.324,0.025,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W1,12.324,0.013,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W1,12.324,0.013,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W2,12.053,0.024,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W2,12.053,0.024,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W2,12.08,0.009,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W2,12.08,0.009,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W3,11.651,0.199,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W3,11.651,0.199,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W3,11.445,0.18,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W3,11.445,0.18,L2:,72.0,Reid08.1290
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W4,9.051,,L1.6,71.6,Bard14
2MASS J12565688+0146163,194.2369995,1.771194,Reid08.1290,WISE.W4,9.051,,L2:,72.0,Reid08.1290
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.H,15.895,0.138,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.H,15.895,0.138,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.H,15.895,0.138,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.J,17.225,0.21,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.J,17.225,0.21,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.J,17.225,0.21,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.Ks,15.138,0.134,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.Ks,15.138,0.134,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,2MASS.Ks,15.138,0.134,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,PAN-STARRS/PS1.y,19.13,0.04,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,PAN-STARRS/PS1.y,19.13,0.04,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,PAN-STARRS/PS1.y,19.13,0.04,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,PAN-STARRS/PS1.z,20.32,0.02,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,PAN-STARRS/PS1.z,20.32,0.02,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,PAN-STARRS/PS1.z,20.32,0.02,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.H,15.95,0.14,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.H,15.95,0.14,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.H,15.95,0.14,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.J,17.13,0.21,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.J,17.13,0.21,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.J,17.13,0.21,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.K,15.12,0.13,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.K,15.12,0.13,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.K,15.12,0.13,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.Y,18.3,0.21,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.Y,18.3,0.21,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,WFCAM.Y,18.3,0.21,L6: FLD-G,76.0,Liu_16
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,Wircam.Y,18.3,0.21,L4.5,74.5,Manj19
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,Wircam.Y,18.3,0.21,L6,76.0,Kirk00
2MASS J09510549+3558021,147.772875,35.96725,Kirk00,Wircam.Y,18.3,0.21,L6: FLD-G,76.0,Liu_16
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,2MASS.H,12.668,0.027,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,2MASS.J,13.507,0.023,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,2MASS.Ks,12.118,0.026,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,Cousins.I,16.79,0.017,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,Cousins.R,19.18,0.025,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,DENIS.I,16.804,0.09,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,DENIS.J,13.451,0.09,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,DENIS.Ks,11.972,0.1,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,GAIA2.G,18.60857391357422,0.0053871960739340415,L0.5,70.5,Kend03
2MASS J04285096-2253227,67.212292,-22.889639,Kend03,GAIA2.Grp,16.762357711791992,0.0064068613844783595,L0.5,70.5,Kend03
