source,spectral_type_string,2MASS.H,2MASS.J,2MASS.Ks,ACAM.i,ACAM.z,Cousins.I,Cousins.R,DENIS.I,DENIS.J,DENIS.Ks,GAIA2.G,GAIA2.Grp,GAIA3.G,GAIA3.Grp,GALEX.NUV,IRAC.I1,IRAC.I2,IRAC.I3,IRAC.I4,JWST/MIRI.F1000W,JWST/MIRI.F1280W,JWST/MIRI.F1500W,JWST/MIRI.F1800W,JWST/MIRI.F2100W,Johnson.V,MIPS.24mu,NACO.Lp,NICMOS1.F090M,NICMOS1.F110W,NIRI.Y,NSFCam.H,NSFCam.J,NSFCam.K,NSFCam.Lp,NSFCam.Mp,PAN-STARRS/PS1.g,PAN-STARRS/PS1.i,PAN-STARRS/PS1.r,PAN-STARRS/PS1.y,PAN-STARRS/PS1.z,SDSS.g,SDSS.i,SDSS.r,SDSS.u,SDSS.z,UFTI.H,UFTI.J,UFTI.K,UFTI.Y,UKIDSS.H,UKIDSS.J,UKIDSS.K,UKIDSS.Y,VISTA.H,VISTA.J,VISTA.Ks,VISTA.Y,VisAO.Ys,WFCAM.H,WFCAM.J,WFCAM.K,WFCAM.Y,WISE.W1,WISE.W2,WISE.W3,WISE.W4,Wircam.Y
SDSSp J005406.55-003101.8,L2.2,14.891,15.731,14.38,,,,,,,,20.59703254699707,18.97644805908203,20.552078247070312,19.030746459960938,,,,,,,,,,,,,,,,,,,,,,,20.07,,17.66,18.68,,,,,,,,,,,,,,,,,,,14.917,15.629,14.302,16.857,14.001,13.749,,,
SDSSp J030136.53+002057.9,L1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.99,,18.63,19.58,,,,,,,,,,,,,,,,,,,16.387,16.985,15.819,17.806,15.576,15.272,,,
SDSSp J030321.24-000938.2,L0,15.609,16.12,14.88,,,,,,,,20.67608070373535,,20.635122299194336,19.041074752807617,,,,,,,,,,,,,,,,,,,,,,,20.18,23.0,17.77,18.67,,,,,,,,,,,,,,,,,,,15.416,16.042,14.922,16.889,14.666,14.458,12.416,,
SDSSp J032817.38+003257.2,L2.5:,14.975,15.988,14.161,,,,,,,,21.10873031616211,,21.04640007019043,19.71709632873535,,,,,,,,,,,,,,,,,,,,,,,20.56,,18.22,19.19,,,,,,,,,,,,,,,,,,,15.007,15.937,14.202,17.312,13.643,13.349,11.989,,
SDSSp J032817.38+003257.2,L3,14.975,15.988,14.161,,,,,,,,21.10873031616211,,21.04640007019043,19.71709632873535,,,,,,,,,,,,,,,,,,,,,,,20.56,,18.22,19.19,,,,,,,,,,,,,,,,,,,15.007,15.937,14.202,17.312,13.643,13.349,11.989,,
SDSSp J033017.77+000047.8,L0:,15.881,16.52,15.525,,,,,,,,21.281349182128906,,21.210214614868164,19.728130340576172,,,,,,,,,,,,,,,,,,,,,,,20.59,,18.33,19.19,,,,,,,,,,,,,,,,,,,16.053,16.611,15.555,17.55,15.255,14.996,,,
SDSSp J033035.13-002534.5,L4,14.42,15.311,13.837,,,,,,,,20.49202537536621,18.7934627532959,20.42393684387207,18.95403289794922,,,13.05,,,,,,,,,,,,,,,,,,,,20.27,,17.43,18.45,,,,,,,,,,,,,,,,,,,14.487,15.215,13.771,16.508,13.281,13.059,12.351,,
SDSSp J033035.13-002534.5,L6.5,14.42,15.311,13.837,,,,,,,,20.49202537536621,18.7934627532959,20.42393684387207,18.95403289794922,,,13.05,,,,,,,,,,,,,,,,,,,,20.27,,17.43,18.45,,,,,,,,,,,,,,,,,,,14.487,15.215,13.771,16.508,13.281,13.059,12.351,,
SDSSp J041320.38-011424.9,L0.5,14.657,15.303,14.135,,,,,,,,20.098007202148438,18.367584228515625,20.093708038330078,18.48897361755371,,,,,,,,,,,,,,,,,,,,,,,19.55,22.16,17.2,18.1,,,,,,,,,,,,,,,,,,,,,,,13.78,13.541,,,
SDSSp J104325.10+000148.2,L3,15.208,15.935,14.472,,,,,,,,20.889368057250977,19.24144744873047,20.85149574279785,19.328096389770508,,,,,,,,,,,,,,,,,,,,,,,20.55,,17.92,18.92,,,,,,,,,,,,,,,,,,,15.172,15.827,14.547,16.982,14.133,13.84,,,
SDSSp J125737.26-011336.1,L4,14.722,15.941,14.123,,,,,,,,21.01010513305664,,20.957683563232422,19.517803192138672,,,,,,,,,,,,,,,,,,,,,,,20.75,22.93,17.92,18.95,,,,,,,,,,,,,,,,,,,14.822,15.68,14.137,17.025,13.514,13.239,,,
SDSSp J125737.26-011336.1,L5,14.722,15.941,14.123,,,,,,,,21.01010513305664,,20.957683563232422,19.517803192138672,,,,,,,,,,,,,,,,,,,,,,,20.75,22.93,17.92,18.95,,,,,,,,,,,,,,,,,,,14.822,15.68,14.137,17.025,13.514,13.239,,,
SDSSp J131415.52-000848.1,L3.5:,16.168,16.62,15.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.52,,18.82,19.91,,,,,,,,,,,,,,,,,,,15.947,16.625,15.354,17.916,14.803,14.588,,,
SDSSp J144001.82+002145.8,L1,15.08,15.948,14.598,,,,,,,,20.988615036010742,19.19449234008789,20.99671745300293,19.389863967895508,,,,,,,,,,,,,,,,,,,,,,,20.45,22.9,17.95,18.95,,,,,,,,,,,,,,,,,,,15.151,15.923,14.559,17.086,14.112,13.856,,,
SDSSp J144600.60+002452.0,L5,14.514,15.894,13.935,,,,,,,,21.0184326171875,,20.967063903808594,19.451889038085938,,,,,,,,,,,,,,,,,,,,,,,20.76,,17.89,18.95,,,,,,,,,,,,,,,,,,,14.657,15.58,13.921,16.895,13.238,12.944,12.358,,
SDSSp J144600.60+002452.0,L6,14.514,15.894,13.935,,,,,,,,21.0184326171875,,20.967063903808594,19.451889038085938,,,,,,,,,,,,,,,,,,,,,,,20.76,,17.89,18.95,,,,,,,,,,,,,,,,,,,14.657,15.58,13.921,16.895,13.238,12.944,12.358,,
SDSSp J164010.59+003721.8,L0,15.694,16.53,15.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.56,,18.16,19.03,,,,,,,,,,,,,,,,,,,,16.365,,,15.176,14.91,,,
SDSSp J225529.09-003433.4,L0:,14.756,15.65,14.437,,,,,,,,20.32765769958496,18.731966018676758,20.30229377746582,18.73309326171875,,,,,,,,,,,,,,,,,,,,,,,19.82,21.77,17.41,18.38,,,,,,,,,,,,,,,,,,,14.836,15.5,14.312,16.518,14.033,13.828,,,
SIMP J013656.5+093347.3,T2,12.771,13.455,12.562,,,,,,,,19.458127975463867,17.488922119140625,19.486692428588867,17.640981674194336,,11.36,10.98,,,,,,,,,,,,,,,,,,,,20.89,,15.72,17.36,,,,,,,,,,,,,,,,,,,12.809,13.252,12.585,14.392,11.944,11.001,9.738,8.863,
SIMP J013656.5+093347.3,T2.5,12.771,13.455,12.562,,,,,,,,19.458127975463867,17.488922119140625,19.486692428588867,17.640981674194336,,11.36,10.98,,,,,,,,,,,,,,,,,,,,20.89,,15.72,17.36,,,,,,,,,,,,,,,,,,,12.809,13.252,12.585,14.392,11.944,11.001,9.738,8.863,
SIMP J1501530-013506,L4.5,14.952,16.081,14.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.99,,18.31,19.29,,,,,,,,,,,,,,,,,,,15.045,16.006,14.279,17.291,13.526,13.21,11.937,,
SIMP J1619275+031350,T2.5,15.022,15.454,15.015,,,,,,,,,,,,,,13.32,,,,,,,,,,,,,,,,,,,,,,17.94,19.59,,,,,,,,,,,,,,,,,,,,15.326,,,14.267,13.236,11.565,,
SIMP J21483578+2239427,T1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64,,,,,,,
SIPS J0050-1538,L0.5,13.077,13.779,12.647,,,,,,,,18.440826416015625,16.782194137573242,18.443452835083008,16.836748123168945,,,,,,,,,,,,,,,,,,,,,,,18.05,20.59,15.55,16.49,,,,,,,,,,,,,,,,,,,13.146,13.69,12.625,14.676,12.337,12.09,11.497,,
SIPS J0050-1538,L1:,13.077,13.779,12.647,,,,,,,,18.440826416015625,16.782194137573242,18.443452835083008,16.836748123168945,,,,,,,,,,,,,,,,,,,,,,,18.05,20.59,15.55,16.49,,,,,,,,,,,,,,,,,,,13.146,13.69,12.625,14.676,12.337,12.09,11.497,,
SIPS J0058-0651,L0,13.444,14.311,12.904,,,,,,,,19.07586097717285,17.452878952026367,19.063987731933594,17.496036529541016,,,,,,,,,,,,,,,,,,,,,,,18.61,20.87,16.21,17.17,,,,,,,,,,,,,,,,,,,13.495,14.248,12.872,15.342,12.545,12.248,11.543,8.739,
SIPS J0058-0651,L0.6 INT-G,13.444,14.311,12.904,,,,,,,,19.07586097717285,17.452878952026367,19.063987731933594,17.496036529541016,,,,,,,,,,,,,,,,,,,,,,,18.61,20.87,16.21,17.17,,,,,,,,,,,,,,,,,,,13.495,14.248,12.872,15.342,12.545,12.248,11.543,8.739,
SIPS J0614-2019,L2,13.901,14.783,13.375,,,,,,,,19.66210174560547,18.01021957397461,19.634048461914062,18.057207107543945,,,,,,,,,,,,,,,,,,,,,,,19.15,21.4,16.79,17.74,,,,,,,,,,,,,,,,,,,13.974,14.739,13.358,15.891,13.03,12.777,,,
SONYC-ChaI-1,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.174,,,
SSSPM J0134-6315,L0,14.018,14.513,13.704,,,,,,,,18.205913543701172,16.74767303466797,18.160791397094727,16.751319885253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.486,13.271,,,
SSSPM J0829-1309,L2,11.851,12.8,11.297,,,,,,,,17.602968215942383,15.999248504638672,17.607431411743164,16.035356521606445,,,,,,,,,,,,,,,,,,,,,,21.72,17.14,19.42,14.77,15.76,,,,,,,,,,,,,,,,,,,11.919,12.62,11.279,13.914,11.04,10.801,10.092,8.998,
SSSPM J0829-1309,L2:,11.851,12.8,11.297,,,,,,,,17.602968215942383,15.999248504638672,17.607431411743164,16.035356521606445,,,,,,,,,,,,,,,,,,,,,,21.72,17.14,19.42,14.77,15.76,,,,,,,,,,,,,,,,,,,11.919,12.62,11.279,13.914,11.04,10.801,10.092,8.998,
SSSPM J2307-5009,L0.5,12.7,13.386,12.24,,,,,,,,18.063528060913086,16.444889068603516,18.061445236206055,16.465145111083984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.908,11.61,10.982,,
SSSPM J2356-3426,L0.5,12.376,12.947,11.965,,,,,,,,17.480224609375,15.872542381286621,17.45088768005371,15.893987655639648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.424,12.908,11.944,13.74,,,,,,11.635,11.32,10.921,,
SSSPM J2400-2008,L1,13.623,14.382,13.248,,,,,,,,19.02820587158203,17.37814712524414,19.036157608032227,17.443056106567383,,,,,,,,,,,,,,,,,,,,,,,18.57,20.98,16.14,17.08,,,,,,,,,,,,,,,,,,,13.685,14.342,13.222,15.211,12.936,12.627,,,
TWA 42,L7 VL-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,20.96,,,,,,,,,,,,,,,,,19.045,,15.844,17.33,14.751,19.045,13.54,12.879,12.244,,
UGCS J030013.86+490142.5,T6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.367,17.966,,19.049,17.583,15.682,,,
UGCS J053022.52-052447.4,T7:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.112,18.327,,19.52,18.239,16.087,,,
UGCS J084510.66+214817.1,L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88,,19.39,20.35,,,,,,,,,,,,,,,,,,,16.689,17.419,16.041,18.376,15.707,15.456,,,
UGCS J160956.34-222245.6,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.23,21.44,,,,,,,,,,,,,,,,,19.281,,16.915,17.867,16.276,19.281,15.571,15.411,,,
UGPS J052127.27+364048.6,T8.5,,,,,,,,,,,,,,,,14.94,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.284,16.936,17.313,,,,,,
UGPS J065227.71+032431.0,T5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,,,,,,,,,,,,,,,,,,,,17.506,17.244,17.599,,,,,,
UGPS J20480024+503821.9,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.401,16.319,16.32,,16.289,14.784,,,
ULAS J000010.43+113602.2,T1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.649,,19.904,16.865,16.972,,,
ULAS J000613.24+154020.7,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.87,21.05,,,,,,,,,,,,,,,,,,,16.713,17.876,16.143,18.954,15.331,14.773,,,
ULAS J000734.90+011247.1,T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.05,,19.219,17.633,15.885,,,
ULAS J001040.57+010013.1,L1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.99,20.71,,,,,,,,,,,,,,,,,,,17.457,18.089,16.71,19.361,16.37,16.227,,,
ULAS J001836.51-002559.1,L9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,20.71,,,,,,,,,,,,,,,,,,,16.608,17.668,,18.731,14.937,14.497,,,
ULAS J002406.37+134705.3,L3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.64,,20.28,21.18,,,,,,,,,,,,,,,,,,,17.337,18.023,16.528,19.281,16.011,15.874,,,
ULAS J002422.94+002247.9,T4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.96,,,,,,,,,,,,,,,,,,,,18.28,18.203,,19.704,17.391,16.522,,,
ULAS J002740.95+085940.3,T3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.319,18.202,18.22,19.349,18.372,16.673,,,
ULAS J002827.56+142349.1,L8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.59,20.6,,,,,,,,,,,,,,,,,,,16.616,17.563,15.846,18.947,15.092,14.757,,,
ULAS J002912.25+145604.9,L1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.02,,19.51,20.53,,,,,,,,,,,,,,,,,,,16.92,17.559,16.33,18.812,16.007,15.991,,,
ULAS J003716.06-005404.7,L3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,20.39,21.48,,,,,,,,,,,,,,,,,,,17.33,18.085,16.662,19.449,16.172,15.933,,,
ULAS J004030.42+091524.9,T4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.127,18.159,18.133,19.201,17.68,16.099,,,
ULAS J004355.61+141117.6,L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,19.25,20.27,,,,,,,,,,,,,,,,,,,16.689,17.327,16.12,18.414,15.53,15.286,,,
ULAS J004757.41+154641.4,T2::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98,,,,,,,,,,,,,,,,,,,,17.164,17.827,16.415,19.118,15.534,14.897,,,
ULAS J005038.20-000336.6,L2:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.62,,19.87,21.02,,,,,,,,,,,,,,,,,,,17.068,17.862,16.518,19.032,15.952,15.768,,,
ULAS J010036.01+062044.1,L0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.92,,19.44,20.42,,,,,,,,,,,,,,,,,,,16.913,17.768,16.335,18.602,16.046,15.751,,,
ULAS J010324.69+092746.5,T6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.629,,19.769,18.536,16.536,,,
ULAS J010531.78+142931.5,L1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,,20.06,21.05,,,,,,,,,,,,,,,,,,,17.461,18.005,16.821,19.258,16.537,16.331,,,
ULAS J010557.68+034643.6,T4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.622,18.609,,20.029,18.164,17.301,,,
ULAS J011151.89-010534.2,L3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.46,,19.65,20.73,,,,,,,,,,,,,,,,,,,16.532,17.34,15.933,18.637,15.363,15.059,,,
ULAS J011438.94+085420.8,T5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.773,,19.718,,16.621,,,
ULAS J011645.47+144335.3,L3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.06,21.19,,,,,,,,,,,,,,,,,,,17.007,17.96,16.3,19.309,15.676,15.587,,,
ULAS J012735.66+153905.9,T6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.623,18.222,,19.468,18.245,16.213,,,
ULAS J012814.41-004153.5,T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,21.06,,,,,,,,,,,,,,,,,,,16.899,17.592,16.487,18.465,15.809,15.063,,,
ULAS J012855.07+063357.0,T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.928,,19.656,,,,,
ULAS J012906.88+011350.4,L6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,20.14,21.21,,,,,,,,,,,,,,,,,,,17.229,18.138,16.275,19.315,15.542,15.115,,,
ULAS J013017.79+080453.9,T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58,,,,,,,,,,,,,,,,,,,,18.21,17.93,18.35,19.06,17.908,15.947,,,
ULAS J013117.53-003128.6,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58,,,,,,,,,,,,,,,,,,,,18.48,18.6,18.41,19.997,17.723,16.662,,,
ULAS J013243.81+055232.2,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,,18.7,19.79,,,,,,,,,,,,,,,,,,,15.481,16.414,14.75,17.764,14.221,13.958,12.154,,
ULAS J013619.79+071737.9,L4:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,,20.16,21.44,,,,,,,,,,,,,,,,,,,17.101,18.009,16.474,19.46,15.855,15.469,,,
ULAS J013807.67-010417.0,L1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.51,,20.08,20.99,,,,,,,,,,,,,,,,,,,17.332,18.006,16.637,19.32,16.155,15.793,,,
ULAS J013939.77+004813.8,T7.5,,,,,,,,,,,,,,,,17.59,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.12,18.43,19.23,19.633,18.408,16.267,,,
ULAS J013950.51+150307.6,T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.526,18.437,,19.719,17.931,15.954,,,
ULAS J014022.04+123756.9,T5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.827,18.48,,19.87,18.749,16.613,,,
ULAS J014103.30+131832.6,L3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79,,20.11,21.09,,,,,,,,,,,,,,,,,,,17.095,17.946,16.578,19.454,14.172,14.015,,,
ULAS J014443.27+014741.0,T3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.236,17.941,,19.154,17.621,15.964,,,
ULAS J014927.09+144108.2,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24,21.27,,,,,,,,,,,,,,,,,,,17.112,18.087,16.331,19.304,15.514,15.048,,,
ULAS J015024.37+135924.0,T7.5,,,,,,,,,,,,,,,,16.45,15.11,,,,,,,,,,,,,,,,,,,,,,20.75,,,,,,,,,,,,,,,,,,,,18.11,17.73,17.848,18.809,17.589,15.22,,,
ULAS J015144.10+134645.8,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,,19.92,21.02,,,,,,,,,,,,,,,,,,,16.839,17.662,16.094,18.904,15.463,15.223,,,
ULAS J020013.18+090835.2,T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.46,22.08,,,,,,,,,,,,,,,,,,,18.244,17.902,17.89,18.975,16.122,15.504,,,
ULAS J020047.44+133755.1,T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22,18.78,,19.812,18.191,16.356,,,
ULAS J020336.94-010231.1,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62,,,,,,,,,,,,,,,,,,,,18.339,18.052,18.159,19.142,17.87,16.604,,,
ULAS J020529.62+142114.0,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.17,,,,,,,,,,,,,,,,,,,,17.266,17.993,16.932,19.141,16.195,15.436,,,
ULAS J020543.26+084340.2,T8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.009,18.67,,19.83,18.477,15.881,,,
ULAS J020604.27+054958.8,L0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68,20.74,,,,,,,,,,,,,,,,,,,17.412,17.915,16.801,18.978,16.561,16.133,,,
ULAS J020944.30+133924.7,T5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64,18.35,,19.538,18.398,16.565,,,
ULAS J021750.35+035803.3,T6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.786,18.44,,20.04,18.886,16.727,,,
ULAS J022200.43-002410.5,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05,,,,,,,,,,,,,,,,,,,,19.02,18.71,19.18,19.87,18.916,17.117,,,
ULAS J022603.18+070231.4,T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26,,,,,,,,,,,,,,,,,,,,18.82,18.52,18.79,19.62,18.047,16.188,,,
ULAS J023144.49+063602.2,T2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.979,,20.071,18.167,17.601,,,
ULAS J024557.88+065359.4,T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.954,18.325,,19.428,18.86,16.005,,,
ULAS J024703.40-010700.8,L4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63,,20.08,21.0,,,,,,,,,,,,,,,,,,,16.827,17.766,15.993,19.192,15.306,14.97,,,
ULAS J025545.28+061655.8,T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.97,,,,,,,,,,,,,,,,,,,,18.4,18.04,,19.15,17.927,15.529,,,
ULAS J025940.95+054934.8,L3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.72,,20.41,21.23,,,,,,,,,,,,,,,,,,,17.189,18.024,16.48,19.279,15.84,15.578,,,
ULAS J031451.72+045346.2,L5.5,16.182,17.689,15.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45,,19.53,20.56,,,,,,,,,,,,,,,,,,,16.388,17.302,15.589,18.592,14.813,14.442,,,
ULAS J031959.75+061740.7,L1.5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.67,,20.05,21.01,,,,,,,,,,,,,,,,,,,17.034,17.785,16.396,19.243,15.849,15.634,,,
ULAS J032042.15+061837.1,L0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.76,,20.06,20.93,,,,,,,,,,,,,,,,,,,17.479,18.059,16.905,19.273,16.537,16.157,,,
ULAS J032122.98+005105.2,T3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95,,,,,,,,,,,,,,,,,,,,18.651,19.131,18.601,20.122,,,,,
ULAS J032143.05+054524.3,L4:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,20.58,,,,,,,,,,,,,,,,,,,16.608,17.333,15.967,18.557,15.474,15.3,,,
ULAS J032353.82+061352.3,L1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.42,,19.72,20.7,,,,,,,,,,,,,,,,,,,16.989,17.639,16.313,19.004,16.034,15.81,,,
ULAS J032524.61+051039.5,T5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.97,,20.085,18.235,16.124,,,
ULAS J032920.22+043024.5,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.11,,,,,,,,,,,,,,,,,,,,17.89,17.55,18.4,18.55,17.566,15.24,,,
ULAS J033005.72+055653.4,L5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63,,20.37,21.33,,,,,,,,,,,,,,,,,,,16.843,17.948,15.948,19.512,15.379,15.075,,,
ULAS J033027.97+053626.6,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.42,,20.21,21.21,,,,,,,,,,,,,,,,,,,17.569,18.108,16.716,19.219,16.627,16.523,,,
ULAS J033036.84+042657.7,L4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.74,,19.56,20.52,,,,,,,,,,,,,,,,,,,16.444,17.293,15.749,18.619,15.181,14.956,,,
ULAS J034150.21+042324.9,L5,15.983,16.984,15.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.98,,19.15,20.22,,,,,,,,,,,,,,,,,,,15.947,16.848,15.198,18.288,14.553,14.267,,,
ULAS J034832.97-001258.3,T (early),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.182,18.885,17.415,19.854,16.826,17.267,,,
ULAS J074502.79+233240.3,T8.5,,,,,,,,,,,,,,,,,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.876,,20.001,,,,,
ULAS J074616.98+235532.2,T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.987,,20.183,18.408,16.721,,,
ULAS J074720.07+245516.3,T6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,18.229,18.53,19.35,17.766,16.094,,,
