source,spectral_type_string,spectral_type_code,2MASS.H,2MASS.J,2MASS.Ks,WISE.W1,WISE.W2
2MASS J00001354+2554180,T4.5,84.5,14.731,15.063,14.836,14.211,13.605
2MASS J00001354+2554180,T5,85.0,14.731,15.063,14.836,14.211,13.605
2MASS J00011217+1535355,L3.7 INT-G,73.7,14.505,15.522,13.71,12.938,12.517
2MASS J00040288-6410358,L1 gamma,71.0,14.831,15.786,14.009,13.37,12.937
2MASS J00040288-6410358,L2.3 VL-G,72.3,14.831,15.786,14.009,13.37,12.937
2MASS J00043484-4044058,L4.5,74.5,12.055,13.109,11.396,,
2MASS J00043484-4044058,L5,75.0,12.055,13.109,11.396,,
2MASS J00100009-2031122,L0,70.0,13.368,14.134,12.882,12.505,12.278
2MASS J00132229-1143006,T3 pec,83.0,15.682,16.349,15.69,15.585,14.356
2MASS J00135882-1816462,L1,71.0,15.892,16.537,15.04,14.551,14.155
2MASS J00135882-1816462,L5 pec,75.0,15.892,16.537,15.04,14.551,14.155
2MASS J00145575-4844171,L2.5,72.5,13.107,14.05,12.72,12.276,12.019
2MASS J00145575-4844171,L2.5 pec,72.5,13.107,14.05,12.72,12.276,12.019
2MASS J00150206+2959323,L7,77.0,15.226,16.158,14.482,13.691,13.384
2MASS J00150206+2959323,L7.5 pec (blue),77.5,15.226,16.158,14.482,13.691,13.384
2MASS J00154476+3516026,L1.0,71.0,12.892,13.88,12.264,11.763,11.534
2MASS J00154476+3516026,L2,72.0,12.892,13.88,12.264,11.763,11.534
2MASS J00165953-4056541,L3.5,73.5,14.206,15.32,13.432,12.808,12.437
2MASS J00165953-4056541,L4.5:,74.5,14.206,15.32,13.432,12.808,12.437
2MASS J00182834-6703130,L0.4 VL-G,70.4,14.48,15.457,13.71,13.143,12.79
2MASS J00184613-6356122,L2,72.0,14.23,15.22,13.61,13.264,13.004
2MASS J00191296-6226005,L1.0 VL-G,71.0,14.618,15.64,13.96,13.348,12.956
2MASS J00193927-3724392,L2.2 INT-G,72.2,14.47,15.52,13.689,13.135,12.8
2MASS J00193927-3724392,L3:,73.0,14.47,15.52,13.689,13.135,12.8
2MASS J00250365+4759191,L4:,74.0,13.667,14.84,12.902,,11.608
2MASS J00274197+0503417,L0: INT-G,70.0,15.288,16.189,14.964,14.587,14.071
2MASS J00282091+2249050,L7:,77.0,14.47,15.61,13.78,13.113,12.855
2MASS J00285545-1927165,L0.7,70.7,13.33,14.191,12.85,12.504,12.233
2MASS J00285545-1927165,L0:,70.0,13.33,14.191,12.85,12.504,12.233
2MASS J00303013-1450333,L6: FLD-G,76.0,15.273,16.278,14.481,13.657,13.263
2MASS J00303013-1450333,L7,77.0,15.273,16.278,14.481,13.657,13.263
2MASS J00310928+5749364,L9,79.0,13.78,14.95,13.215,12.504,11.928
2MASS J00311925-3840356,L2 pec (blue),72.0,13.399,14.101,12.924,12.327,12.039
2MASS J00311925-3840356,L2.5,72.5,13.399,14.101,12.924,12.327,12.039
2MASS J00320509+0219017,L1.5,71.5,13.386,14.324,12.802,12.457,12.226
2MASS J00325584-4405058,L0 gamma,70.0,13.86,14.776,13.269,12.82,12.49
2MASS J00325584-4405058,L0: VL-G,70.0,13.86,14.776,13.269,12.82,12.49
2MASS J00325937+1410371,L9,79.0,15.648,16.83,14.946,14.225,13.68
2MASS J00332386-1521309,L1: FLD-G,71.0,14.208,15.286,13.41,12.794,12.479
2MASS J00332386-1521309,L4 beta,74.0,14.208,15.286,13.41,12.794,12.479
2MASS J00344300-4102266,L1.5 VL-G,71.5,14.807,15.707,14.084,13.518,13.136
2MASS J00345157+0523050,T6.5,86.5,15.443,15.535,,15.061,12.52
2MASS J00345684-0706013,L3,73.0,14.566,15.531,13.942,13.276,12.914
2MASS J00345684-0706013,L4.3,74.3,14.566,15.531,13.942,13.276,12.914
2MASS J00361617+1821104,L3.5,73.5,11.588,12.466,11.058,10.536,10.245
2MASS J00361617+1821104,L4:,74.0,11.588,12.466,11.058,10.536,10.245
2MASS J00374306-5846229,L0 gamma,70.0,14.26,15.37,13.59,13.127,12.763
2MASS J00452143+1634446,L2 beta,72.0,12.059,13.059,11.366,10.768,10.393
2MASS J00452143+1634446,L2: VL-G,72.0,12.059,13.059,11.366,10.768,10.393
2MASS J00464841+0715177,L0.9 VL-G,70.9,13.178,13.885,12.546,12.07,11.638
2MASS J00470038+6803543,L5.5,75.5,13.968,15.604,13.053,11.768,11.242
2MASS J00470038+6803543,L7 INT-G,77.0,13.968,15.604,13.053,11.768,11.242
2MASS J00470038+6803543,L7 pec,77.0,13.968,15.604,13.053,11.768,11.242
2MASS J00501994-3322402,T7,87.0,15.838,15.928,15.241,15.54,13.55
2MASS J00511078-1544169,L3.5,73.5,14.164,15.28,13.466,12.728,12.389
2MASS J00511078-1544169,L5:,75.0,14.164,15.28,13.466,12.728,12.389
2MASS J00521232+0012172,L2: pec,72.0,15.561,16.361,15.457,14.571,14.401
2MASS J00521232+0012172,L4.5,74.5,15.561,16.361,15.457,14.571,14.401
2MASS J00531899-3631102,L3.5,73.5,13.48,14.445,12.937,12.312,12.029
2MASS J00531899-3631102,L4:,74.0,13.48,14.445,12.937,12.312,12.029
2MASS J00550564+0134365,L1.0: VL-G,71.0,15.27,16.436,14.438,13.682,13.204
2MASS J00550564+0134365,L2 gamma,72.0,15.27,16.436,14.438,13.682,13.204
2MASS J01033203+1935361,L6 beta,76.0,14.897,16.288,14.149,13.178,12.696
2MASS J01033203+1935361,L6: INT-G,76.0,14.897,16.288,14.149,13.178,12.696
2MASS J01062285-5933185,L0,70.0,13.566,14.33,13.01,12.77,12.502
2MASS J01075242+0041563,L5.5,75.5,14.512,15.824,13.709,12.686,12.174
2MASS J01075242+0041563,L7 pec,77.0,14.512,15.824,13.709,12.686,12.174
2MASS J01075242+0041563,L8,78.0,14.512,15.824,13.709,12.686,12.174
2MASS J01090918-4954532,L1,71.0,12.875,13.546,12.45,12.285,12.068
2MASS J01174748-3403258,L1 beta,71.0,14.209,15.178,13.489,13.028,12.623
2MASS J01174748-3403258,L1: INT-G,71.0,14.209,15.178,13.489,13.028,12.623
2MASS J01205114-5200349,L1.4 VL-G,71.4,14.66,15.64,13.75,13.232,12.831
2MASS J01225093-2439505,L3.7: INT-G,73.7,9.47,10.084,9.198,,
2MASS J01244599-5745379,L0 gamma,70.0,15.059,16.308,14.315,13.789,13.397
2MASS J01244599-5745379,L0.7 VL-G,70.7,15.059,16.308,14.315,13.789,13.397
2MASS J01262109+1428057,L2: VL-G,72.0,16.172,17.108,15.278,14.212,13.702
2MASS J01262109+1428057,L4 gamma,74.0,16.172,17.108,15.278,14.212,13.702
2MASS J01282664-5545343,L1,71.0,12.916,13.775,12.336,11.968,11.713
2MASS J01282664-5545343,L2,72.0,12.916,13.775,12.336,11.968,11.713
2MASS J01311838+3801554,L1.5,71.5,13.696,14.679,13.054,12.549,12.252
2MASS J01311838+3801554,L4:,74.0,13.696,14.679,13.054,12.549,12.252
2MASS J01340281+0508125,L1,71.0,15.163,16.19,14.634,14.256,14.002
2MASS J01410321+1804502,L1,71.0,13.034,13.875,12.492,12.143,11.916
2MASS J01410321+1804502,L4.5,74.5,13.034,13.875,12.492,12.143,11.916
2MASS J01414839-1601196,L7:,77.0,15.161,16.209,14.344,13.681,13.315
2MASS J01415823-4633574,L0 gamma,70.0,13.875,14.83,13.1,12.551,12.17
2MASS J01415823-4633574,L0: VL-G,70.0,13.875,14.83,13.1,12.551,12.17
2MASS J01443536-0716142,L5,75.0,13.008,14.191,12.268,11.603,11.361
2MASS J01472702+4731142,L1.5,71.5,14.847,15.843,14.282,13.949,13.729
2MASS J01514155+1244300,T1,81.0,15.603,16.566,15.183,14.586,13.894
2MASS J01531463-6744181,L2.9 VL-G,72.9,15.109,16.412,14.424,13.713,13.216
2MASS J01531463-6744181,L2:,72.0,15.109,16.412,14.424,13.713,13.216
2MASS J01550354+0950003,L3.2 INT-G,73.2,13.763,14.825,13.139,12.544,12.204
2MASS J01550354+0950003,L5,75.0,13.763,14.825,13.139,12.544,12.204
2MASS J02050344+1251422,L5,75.0,14.449,15.679,13.671,12.923,12.551
2MASS J02050344+1251422,L5.5,75.5,14.449,15.679,13.671,12.923,12.551
2MASS J02052940-1159296,L5.5::,75.5,13.568,14.587,12.998,12.248,11.815
2MASS J02052940-1159296,L7,77.0,13.568,14.587,12.998,12.248,11.815
2MASS J02062493+2640237,L8 (red),78.0,15.096,16.53,14.523,13.421,12.865
2MASS J02074284+0000564,T4.5,84.5,,16.799,,16.353,14.988
2MASS J02081833+2542533,L1,71.0,13.107,13.989,12.588,12.201,11.969
2MASS J02082363+2737400,L5,75.0,14.56,15.714,13.872,13.289,12.987
2MASS J02103857-3015313,L0 gamma,70.0,14.161,15.066,13.5,12.998,12.652
2MASS J02103857-3015313,L1.0 VL-G,71.0,14.161,15.066,13.5,12.998,12.652
2MASS J02132880+4444453,L1.5,71.5,12.757,13.494,12.213,11.8,11.609
2MASS J02182913-3133230,L3,73.0,13.81,14.73,13.15,12.495,12.287
2MASS J02182913-3133230,L5.5,75.5,13.81,14.73,13.15,12.495,12.287
2MASS J02192196+0506306,L1,71.0,14.051,14.971,13.48,12.938,12.597
2MASS J02192196+0506306,L3.0,73.0,14.051,14.971,13.48,12.938,12.597
2MASS J02192807-1938416,L1,71.0,13.339,14.11,12.91,12.545,12.307
2MASS J02192807-1938416,L1:,71.0,13.339,14.11,12.91,12.545,12.307
2MASS J02235464-5815067,L0 gamma,70.0,14.003,15.07,13.42,12.819,12.431
2MASS J02265658-5327032,L0.5 VL-G,70.5,14.346,15.403,13.752,13.252,12.837
2MASS J02271036-1624479,L0.5:,70.5,12.63,13.573,12.143,11.772,11.557
2MASS J02271036-1624479,L1,71.0,12.63,13.573,12.143,11.772,11.557
2MASS J02281101+2537380,L0,70.0,12.993,13.839,12.471,12.124,11.899
2MASS J02281101+2537380,L0:,70.0,12.993,13.839,12.471,12.124,11.899
2MASS J02284243+1639329,L0:,70.0,12.325,13.166,11.818,11.592,11.392
2MASS J02284355-6325052,L0:,70.0,12.747,13.556,12.248,12.032,11.801
2MASS J02284355-6325052,L1,71.0,12.747,13.556,12.248,12.032,11.801
2MASS J02292794-0053282,L0: VL-G,70.0,15.746,16.49,15.182,14.653,14.371
2MASS J02301551+2704061,L0:,70.0,13.478,14.294,12.986,12.636,12.375
2MASS J02304442-3027275,L1,71.0,15.21,15.822,14.886,14.298,14.058
2MASS J02330145-6403420,L2,72.0,15.588,16.304,14.67,14.617,14.394
2MASS J02340093-6442068,L0 gamma,70.0,14.442,15.325,13.852,13.244,12.905
2MASS J02340093-6442068,L0.8 VL-G,70.8,14.442,15.325,13.852,13.244,12.905
2MASS J02361794+0048548,L6,76.0,15.265,16.098,14.666,13.829,13.421
2MASS J02361794+0048548,L6.5,76.5,15.265,16.098,14.666,13.829,13.421
2MASS J02394245-1735471,L0,70.0,13.525,14.291,13.039,12.71,12.425
2MASS J02410564-5511466,L1.6 VL-G,71.6,14.33,15.387,13.739,13.171,12.84
2MASS J02411151-0326587,L0 gamma,70.0,14.811,15.799,14.035,13.638,13.256
2MASS J02411151-0326587,L1: VL-G,71.0,14.811,15.799,14.035,13.638,13.256
2MASS J02415367-1241069,L1.9,71.9,14.646,15.605,13.931,13.603,13.311
2MASS J02415367-1241069,L2:,72.0,14.646,15.605,13.931,13.603,13.311
2MASS J02431371-2453298,T5.5,85.5,15.137,15.381,15.216,14.666,12.923
2MASS J02431371-2453298,T6,86.0,15.137,15.381,15.216,14.666,12.923
2MASS J02441019-3548036,L0.8 FLD-G,70.8,14.42,15.342,13.794,13.441,13.204
2MASS J02511490-0352459,L1,71.0,12.254,13.059,11.662,11.205,10.887
2MASS J02511490-0352459,L3,73.0,12.254,13.059,11.662,11.205,10.887
2MASS J02540788+0223563,T8,88.0,15.884,16.557,,15.75,12.74
2MASS J02550357-4700509,L8,78.0,12.204,13.246,11.558,10.725,10.171
2MASS J02550357-4700509,L9,79.0,12.204,13.246,11.558,10.725,10.171
2MASS J02572581-3105523,L8,78.0,13.52,14.672,12.88,12.073,11.659
2MASS J02572581-3105523,L8:,78.0,13.52,14.672,12.88,12.073,11.659
2MASS J02583123-1520536,L3.0 INT-G,73.0,14.866,15.908,14.192,13.608,13.236
2MASS J03001631+2130205,L6 pec (sl. blue),76.0,14.731,15.877,14.311,13.621,13.314
2MASS J03032042-7312300,L2 gamma,72.0,15.096,16.137,14.321,13.751,13.366
2MASS J03101401-2756452,L5,75.0,14.662,15.795,13.959,13.174,12.834
2MASS J03101401-2756452,L6.5,76.5,14.662,15.795,13.959,13.174,12.834
2MASS J03140344+1603056,L0,70.0,11.823,12.526,11.238,10.882,10.62
2MASS J03140344+1603056,L0: FLD-G,70.0,11.823,12.526,11.238,10.882,10.62
2MASS J03164512-2848521,L0:,70.0,13.772,14.578,13.114,12.642,12.312
2MASS J03164512-2848521,L1.7 INT-G,71.7,13.772,14.578,13.114,12.642,12.312
2MASS J03185403-3421292,L6.5,76.5,14.346,15.569,13.507,12.619,12.126
2MASS J03185403-3421292,L7,77.0,14.346,15.569,13.507,12.619,12.126
2MASS J03231002-4631237,L0 gamma,70.0,14.32,15.39,13.7,13.067,12.665
2MASS J03250136+2253039,L3,73.0,14.328,15.426,13.774,13.28,12.999
2MASS J03250136+2253039,L3.3,73.3,14.328,15.426,13.774,13.28,12.999
2MASS J03261367+2950152,L3.5,73.5,14.395,15.481,13.835,13.19,12.805
2MASS J03261367+2950152,L4.6,74.6,14.395,15.481,13.835,13.19,12.805
2MASS J03264225-2102057,L4.1 FLD-G,74.1,14.793,16.134,13.922,12.95,12.435
2MASS J03264225-2102057,L5 beta,75.0,14.793,16.134,13.922,12.95,12.435
2MASS J03274091-3148156,L3,73.0,15.043,16.093,14.151,13.634,13.263
2MASS J03284265+2302051,L8,78.0,15.547,16.693,14.916,14.152,13.603
2MASS J03284265+2302051,L9.5,79.5,15.547,16.693,14.916,14.152,13.603
2MASS J03370359-1758079,L4.3 FLD-G,74.3,14.412,15.621,13.581,12.831,12.457
2MASS J03370359-1758079,L4.5,74.5,14.412,15.621,13.581,12.831,12.457
2MASS J03393521-3525440,L0: FLD-G,70.0,10.017,10.725,9.548,9.133,8.803
2MASS J03400942-6724051,L7::,77.0,13.59,14.742,12.925,12.151,11.62
2MASS J03420931-2904317,L1.0 VL-G,71.0,15.353,15.918,14.378,13.967,13.616
2MASS J03421621-6817321,L4 gamma,74.0,15.386,16.854,14.541,13.932,13.457
2MASS J03454316+2540233,L0,70.0,13.211,13.997,12.672,12.349,12.093
2MASS J03454316+2540233,L1:,71.0,13.211,13.997,12.672,12.349,12.093
2MASS J03480772-6022270,T7,87.0,15.559,15.318,15.602,14.998,12.574
2MASS J03510423+4810477,T1:,81.0,15.566,16.466,14.996,14.471,13.908
2MASS J03552337+1133437,L3: VL-G,73.0,12.53,14.05,11.526,10.528,9.943
2MASS J03552337+1133437,L5 gamma,75.0,12.53,14.05,11.526,10.528,9.943
2MASS J03552337+1133437,L5.5,75.5,12.53,14.05,11.526,10.528,9.943
2MASS J03572695-4417305,L0 beta,70.0,13.531,14.37,12.907,12.475,12.086
2MASS J03582255-4116060,L5,75.0,14.608,15.846,13.838,12.895,12.453
2MASS J03582255-4116060,L6 pec,76.0,14.608,15.846,13.838,12.895,12.453
2MASS J04012977-4050448,L0.0,70.0,13.72,14.533,13.18,12.82,12.511
2MASS J04012977-4050448,L0:,70.0,13.72,14.533,13.18,12.82,12.511
2MASS J04062677-3812102,L0 gamma,70.0,15.711,16.768,15.113,14.424,14.1
2MASS J04062677-3812102,L1: VL-G,71.0,15.711,16.768,15.113,14.424,14.1
2MASS J04070752+1546457,L3.5,73.5,14.354,15.478,13.559,12.946,12.566
2MASS J04070752+1546457,L3: FLD-G,73.0,14.354,15.478,13.559,12.946,12.566
2MASS J04070885+1514565,T5,85.0,16.017,16.055,15.922,15.371,13.939
2MASS J04082905-1450334,L2,72.0,13.337,14.222,12.817,12.356,12.083
2MASS J04082905-1450334,L4.5,74.5,13.337,14.222,12.817,12.356,12.083
2MASS J04150602+8230557,L3,73.0,15.546,16.194,14.927,14.347,14.107
2MASS J04151954-0935066,T8,88.0,15.537,15.695,15.429,15.108,12.261
2MASS J04185879-4507413,L2.8 VL-G,72.8,15.046,16.163,14.595,13.862,13.487
2MASS J04203904+2355502,L1,71.0,14.09,14.94,13.499,13.084,12.812
2MASS J04234858-0414035,L7.5,77.5,13.463,14.465,12.929,12.175,11.609
2MASS J04234858-0414035,T0,80.0,13.463,14.465,12.929,12.175,11.609
2MASS J04285096-2253227,L0.5,70.5,12.668,13.507,12.118,11.675,11.47
2MASS J04362054-4218523,L0.4,70.4,13.65,14.49,13.14,12.772,12.502
2MASS J04362054-4218523,L0:,70.0,13.65,14.49,13.14,12.772,12.502
2MASS J04373705+2331080,L0,70.0,16.133,17.384,15.437,14.535,13.97
2MASS J04373705+2331080,L1:,71.0,16.133,17.384,15.437,14.535,13.97
2MASS J04390101-2353083,L6,76.0,13.409,14.408,12.816,12.039,11.678
2MASS J04390101-2353083,L6.5,76.5,13.409,14.408,12.816,12.039,11.678
2MASS J04433761+0002051,L0: VL-G,70.0,11.804,12.507,11.216,10.826,10.476
2MASS J04455387-3048204,L2,72.0,12.58,13.393,11.975,11.573,11.333
2MASS J04473039-1216155,T2:,82.0,15.99,16.48,15.55,14.954,14.366
2MASS J04474307-1936045,L4:,74.0,14.785,15.969,14.012,13.408,13.036
2MASS J04474307-1936045,L5:,75.0,14.785,15.969,14.012,13.408,13.036
2MASS J04510093-3402150,L0.5,70.5,12.826,13.541,12.294,11.919,11.658
2MASS J04510093-3402150,L0.6,70.6,12.826,13.541,12.294,11.919,11.658
2MASS J04532647-1751543,L2.5 INT-G,72.5,14.06,15.142,13.466,12.956,12.646
2MASS J04532647-1751543,L3:,73.0,14.06,15.142,13.466,12.956,12.646
2MASS J05002100+0330501,L4,74.0,12.683,13.669,12.062,11.514,11.249
2MASS J05002100+0330501,L4.2 FLD-G,74.2,12.683,13.669,12.062,11.514,11.249
2MASS J05012406-0010452,L3: VL-G,73.0,13.71,14.982,12.963,12.046,11.518
2MASS J05012406-0010452,L4 gamma,74.0,13.71,14.982,12.963,12.046,11.518
2MASS J05065012+5236338,T4.5,84.5,15.35,15.75,15.6,14.988,13.66
2MASS J05103524-4208146,T5,85.0,16.237,16.222,15.996,15.632,14.036
2MASS J05104958-1843548,L2.5 INT-G,72.5,14.341,15.352,13.813,13.259,12.958
2MASS J05120636-2949540,L3.8 INT-G,73.8,14.156,15.463,13.285,12.378,11.921
2MASS J05120636-2949540,L5 gamma,75.0,14.156,15.463,13.285,12.378,11.921
2MASS J05160945-0445499,T5.5,85.5,15.721,15.984,15.486,15.476,13.665
2MASS J05161597-3332046,L3:,73.0,14.801,15.879,13.987,13.261,12.883
2MASS J05161597-3332046,L4.5:,74.5,14.801,15.879,13.987,13.261,12.883
2MASS J05184616-2756457,L1 gamma,71.0,14.295,15.262,13.615,13.045,12.661
2MASS J05184616-2756457,L1: VL-G,71.0,14.295,15.262,13.615,13.045,12.661
2MASS J05185995-2828372,L7,77.0,14.83,15.978,14.162,13.385,12.873
2MASS J05185995-2828372,T1 pec,81.0,14.83,15.978,14.162,13.385,12.873
2MASS J05233822-1403022,L2.5,72.5,12.22,13.084,11.638,11.156,10.864
2MASS J05233822-1403022,L5,75.0,12.22,13.084,11.638,11.156,10.864
2MASS J05253876-7426008,L2,72.0,14.966,15.713,14.433,14.003,13.631
2MASS J05264348-4455455,L1,71.0,13.307,14.08,12.705,12.393,12.12
2MASS J05265973-5026216,L3,73.0,14.395,15.412,13.64,13.037,12.733
2MASS J05301261+6253254,L1,71.0,13.264,14.053,12.709,,
2MASS J05301261+6253254,L1.1,71.1,13.264,14.053,12.709,,
2MASS J05361998-1920396,L2 gamma,72.0,14.693,15.768,13.854,13.262,12.789
2MASS J05361998-1920396,L2: VL-G,72.0,14.693,15.768,13.854,13.262,12.789
2MASS J05395200-0059019,L5,75.0,13.104,14.033,12.527,11.869,11.578
2MASS J05431887+6422528,L1,71.0,12.67,13.57,12.05,11.632,11.382
2MASS J05431887+6422528,L1.9 INT-G,71.9,12.67,13.57,12.05,11.632,11.382
2MASS J05591914-1404488,T4.5,84.5,13.679,13.802,13.577,13.386,11.904
2MASS J05591914-1404488,T5,85.0,13.679,13.802,13.577,13.386,11.904
2MASS J06020638+4043588,T4.5,84.5,15.592,15.544,15.166,15.112,13.543
2MASS J06022216+6336391,L1.7 FLD-G,71.7,13.36,14.27,12.683,12.217,11.957
2MASS J06022216+6336391,L1:,71.0,13.36,14.27,12.683,12.217,11.957
2MASS J06023045+3910592,L1,71.0,11.451,12.3,10.865,10.435,10.124
2MASS J06023045+3910592,L2: INT-G,72.0,11.451,12.3,10.865,10.435,10.124
2MASS J06050196-2342270,L0:,70.0,13.727,14.512,13.145,12.841,12.544
2MASS J06085283-2753583,L0: VL-G,70.0,12.897,13.595,12.371,11.976,11.623
2MASS J06143818+3950357,L9:,79.0,15.595,16.588,15.02,14.275,13.635
2MASS J06154934-0100415,L1.0,71.0,12.984,13.754,12.541,12.177,11.962
2MASS J06154934-0100415,L2:,72.0,12.984,13.754,12.541,12.177,11.962
2MASS J06160532-4557080,L2,72.0,14.26,15.16,13.598,13.133,12.822
2MASS J06244595-4521548,L5,75.0,13.335,14.48,12.595,11.798,11.47
2MASS J06244595-4521548,L5:,75.0,13.335,14.48,12.595,11.798,11.47
2MASS J06244595-4521548,L6,76.0,13.335,14.48,12.595,11.798,11.47
2MASS J06272161-5308428,L0.1 INT-G,70.1,15.234,16.385,14.69,13.838,13.513
2MASS J06320617+8305014,L0.5,70.5,12.94,13.754,12.4,12.087,11.848
2MASS J06322402-5010349,L3 beta,73.0,14.031,15.02,13.34,12.597,12.158
2MASS J06395596-7418446,L5,75.0,14.723,15.795,14.038,13.176,12.856
2MASS J06411840-4322329,L1.5,71.5,12.94,13.751,12.451,12.073,11.784
2MASS J06411840-4322329,L2.4:,72.4,12.94,13.751,12.451,12.073,11.784
2MASS J06420559+4101599,L9 (red),79.0,15.093,16.164,14.279,13.367,12.64
2MASS J06462756+7935045,L9:,79.0,15.08,16.26,14.6,,
2MASS J06521977-2534505,L0,70.0,12.02,12.759,11.516,11.085,10.772
2MASS J06523073+4710348,L4.5,74.5,12.384,13.511,11.694,10.876,10.52
2MASS J06523073+4710348,L6.5,76.5,12.384,13.511,11.694,10.876,10.52
2MASS J07003664+3157266,L3.5,73.5,11.947,12.923,11.317,10.65,10.344
2MASS J07123786-6155528,L1 beta,71.0,14.39,15.3,13.67,13.203,12.764
2MASS J07123786-6155528,L1.5 VL-G,71.5,14.39,15.3,13.67,13.203,12.764
2MASS J07171626+5705430,L3,73.0,13.593,14.64,12.945,12.293,11.939
2MASS J07171626+5705430,L6.5,76.5,13.593,14.64,12.945,12.293,11.939
2MASS J07193188-5051410,L0,70.0,13.282,14.09,12.773,12.392,12.22
2MASS J07193188-5051410,L0:,70.0,13.282,14.09,12.773,12.392,12.22
2MASS J07222760-0540384,T9,89.0,16.15,16.49,,15.143,12.171
2MASS J07231462+5727081,L0.2,70.2,13.16,13.97,12.61,12.274,12.051
2MASS J07231462+5727081,L1,71.0,13.16,13.97,12.61,12.274,12.051
2MASS J07271824+1710012,T7,87.0,15.756,15.6,15.556,15.0,12.988
2MASS J07271824+1710012,T8,88.0,15.756,15.6,15.556,15.0,12.988
2MASS J07290002-3954043,T8 pec,88.0,15.979,15.92,15.27,14.922,13.002
2MASS J07354882+2720167,L1,71.0,16.109,16.944,15.656,15.453,15.093
2MASS J07410404-0359495,L0,70.0,13.68,14.31,13.21,12.819,12.524
2MASS J07414920+2351275,T5,85.0,15.838,16.158,16.104,15.824,14.114
2MASS J07414920+2351275,T5.5,85.5,15.838,16.158,16.104,15.824,14.114
2MASS J07415784+0531568,L1.5,71.5,13.611,14.387,13.12,12.683,12.418
2MASS J07420130+2055198,T5,85.0,15.911,16.193,16.06,15.633,13.778
2MASS J07464256+2000321,L0.5,70.5,11.007,11.759,10.468,10.137,9.877
2MASS J07464256+2000321,L1,71.0,11.007,11.759,10.468,10.137,9.877
2MASS J07511645-2530432,L1.1,71.1,12.495,13.161,11.991,11.67,11.446
2MASS J07511645-2530432,L1.5,71.5,12.495,13.161,11.991,11.67,11.446
2MASS J07584037+3247245,T0+T3.5,80.0,14.111,14.947,13.879,13.063,12.198
2MASS J07584037+3247245,T2,82.0,14.111,14.947,13.879,13.063,12.198
2MASS J07584037+3247245,T3,83.0,14.111,14.947,13.879,13.063,12.198
2MASS J08095903+4434216,L5.4 INT-G,75.4,15.184,16.437,14.417,13.328,12.81
2MASS J08173001-6155158,T6,86.0,13.53,13.613,13.52,12.96,11.24
2MASS J08194351-0450071,L0.7 FLD-G,70.7,14.051,14.821,13.518,13.073,12.816
2MASS J08202996+4500315,L4.5::,74.5,15.0,16.279,14.218,13.501,13.162
2MASS J08202996+4500315,L5,75.0,15.0,16.279,14.218,13.501,13.162
2MASS J08204440-7514571,L2.8 INT-G,72.8,15.498,16.59,14.967,14.22,13.907
2MASS J08213173+1443231,T5.5,85.5,16.515,16.825,16.58,16.434,14.542
2MASS J08230838+6125208,L2.5,72.5,13.814,14.82,13.196,12.781,12.485
2MASS J08230838+6125208,L2:,72.0,13.814,14.82,13.196,12.781,12.485
2MASS J08234818+2428577,L1.5,71.5,14.06,14.986,13.377,12.804,12.497
2MASS J08234818+2428577,L3,73.0,14.06,14.986,13.377,12.804,12.497
2MASS J08251968+2115521,L6,76.0,13.792,15.1,13.028,12.083,11.565
2MASS J08251968+2115521,L7 pec,77.0,13.792,15.1,13.028,12.083,11.565
2MASS J08251968+2115521,L7.5,77.5,13.792,15.1,13.028,12.083,11.565
2MASS J08254335-0029110,L0.3 FLD-G,70.3,14.584,15.45,13.977,13.586,13.315
2MASS J08300825+4828482,L8,78.0,14.343,15.444,13.676,12.915,12.461
2MASS J08300825+4828482,L9:,79.0,14.343,15.444,13.676,12.915,12.461
2MASS J08304878+0128311,T4.5,84.5,16.14,16.29,,15.753,14.045
2MASS J08350622+1953050,L4.5,74.5,14.889,16.094,14.319,13.606,13.221
2MASS J08354256-0819237,L4 pec,74.0,11.938,13.169,11.136,10.407,10.048
2MASS J08354256-0819237,L5,75.0,11.938,13.169,11.136,10.407,10.048
2MASS J08355829+0548308,L1.7,71.7,13.683,14.533,13.168,12.693,12.403
2MASS J08355829+0548308,L2:,72.0,13.683,14.533,13.168,12.693,12.403
2MASS J08381155+1511155,T3.5,83.5,16.207,16.645,,15.841,14.61
2MASS J08441409-2924121,L4,74.0,14.569,15.407,13.841,13.417,13.192
2MASS J08472872-1532372,L2,72.0,12.629,13.513,12.061,11.698,11.453
2MASS J08503593+1057156,L6,76.0,15.221,16.465,14.473,13.515,13.003
2MASS J08503593+1057156,L6.2 FLD-G,76.2,15.221,16.465,14.473,13.515,13.003
2MASS J08564793+2235182,L3:,73.0,14.58,15.679,13.951,13.303,13.036
2MASS J08575849+5708514,L8,78.0,13.79,15.038,12.962,12.109,11.525
2MASS J08575849+5708514,L8:,78.0,13.79,15.038,12.962,12.109,11.525
2MASS J08592547-1949268,L6::,76.0,14.436,15.527,13.751,12.881,12.383
2MASS J08592547-1949268,L8,78.0,14.436,15.527,13.751,12.881,12.383
2MASS J08593854+6341355,L0,70.0,12.89,13.701,12.387,11.989,11.765
2MASS J09054654+5623117,L5,75.0,14.28,15.39,13.73,12.986,12.662
2MASS J09054654+5623117,L6,76.0,14.28,15.39,13.73,12.986,12.662
2MASS J09083803+5032088,L5,75.0,13.477,14.549,12.945,12.126,11.705
2MASS J09083803+5032088,L7.5,77.5,13.477,14.549,12.945,12.126,11.705
