source,spectral_type_string,spectral_type_code,J,H,Ks,W1,W2,JH,HK,JK,W1W2,KW1,KW2
2MASS J10185879-2909535,L0.3,70.3,14.21,13.418,12.796,12.561,12.385,0.7920000000000016,0.6219999999999999,1.4140000000000015,0.17600000000000016,0.23499999999999943,0.4109999999999996
2MASS J10185879-2909535,L1,71.0,14.21,13.418,12.796,12.561,12.385,0.7920000000000016,0.6219999999999999,1.4140000000000015,0.17600000000000016,0.23499999999999943,0.4109999999999996
2MASS J10210969-0304197,T3,83.0,16.253,15.346,15.126,14.738,13.816,0.907,0.22000000000000064,1.1270000000000007,0.9219999999999988,0.3879999999999999,1.3099999999999987
2MASS J10210969-0304197,T3.5,83.5,16.253,15.346,15.126,14.738,13.816,0.907,0.22000000000000064,1.1270000000000007,0.9219999999999988,0.3879999999999999,1.3099999999999987
2MASS J10212570-2830427,L2.5 INT-G,72.5,16.914,15.851,14.981,14.16,13.73,1.0630000000000006,0.870000000000001,1.9330000000000016,0.4299999999999997,0.8209999999999997,1.2509999999999994
2MASS J10215386+3704166,L0:,70.0,17.5,16.25,15.66,15.351,15.012,1.25,0.5899999999999999,1.8399999999999999,0.3390000000000004,0.3089999999999993,0.6479999999999997
2MASS J10221489+4114266,L0,70.0,14.901,14.022,13.608,13.195,12.949,0.8789999999999996,0.4139999999999997,1.2929999999999993,0.24600000000000044,0.41300000000000026,0.6590000000000007
2MASS J10224821+5825453,L1 beta,71.0,13.499,12.64,12.16,11.762,11.496,0.859,0.4800000000000004,1.3390000000000004,0.266,0.3979999999999997,0.6639999999999997
2MASS J10224821+5825453,L1: FLD-G,71.0,13.499,12.64,12.16,11.762,11.496,0.859,0.4800000000000004,1.3390000000000004,0.266,0.3979999999999997,0.6639999999999997
2MASS J10255227+3212349,L7: FLD-G,77.0,,,,14.35,13.969,,,,0.3810000000000002,,
2MASS J10315064+3349595,L2,72.0,16.091,15.008,14.328,13.869,13.606,1.083000000000002,0.6799999999999997,1.7630000000000017,0.2629999999999999,0.45899999999999963,0.7219999999999995
2MASS J10365305-3441380,L6,76.0,15.622,14.446,13.798,12.965,12.446,1.1760000000000002,0.6479999999999997,1.8239999999999998,0.5190000000000001,0.8330000000000002,1.3520000000000003
2MASS J10365305-3441380,L6.5,76.5,15.622,14.446,13.798,12.965,12.446,1.1760000000000002,0.6479999999999997,1.8239999999999998,0.5190000000000001,0.8330000000000002,1.3520000000000003
2MASS J10393137+3256263,T1,81.0,16.405,15.335,15.151,14.257,13.555,1.0700000000000003,0.18400000000000105,1.2540000000000013,0.702,0.8940000000000001,1.596
2MASS J10393137+3256263,T2,82.0,16.405,15.335,15.151,14.257,13.555,1.0700000000000003,0.18400000000000105,1.2540000000000013,0.702,0.8940000000000001,1.596
2MASS J10430758+2225236,L8,78.0,15.965,14.725,13.991,13.061,12.383,1.2400000000000002,0.734,1.9740000000000002,0.6780000000000008,0.9299999999999997,1.6080000000000005
2MASS J10430758+2225236,L9:,79.0,15.965,14.725,13.991,13.061,12.383,1.2400000000000002,0.734,1.9740000000000002,0.6780000000000008,0.9299999999999997,1.6080000000000005
2MASS J10433508+1213149,L9,79.0,15.997,14.969,14.258,13.47,12.915,1.0280000000000005,0.7110000000000003,1.7390000000000008,0.5550000000000015,0.7879999999999985,1.343
2MASS J10440942+0429376,L7,77.0,15.881,14.95,14.259,13.57,13.103,0.9310000000000009,0.690999999999999,1.6219999999999999,0.4670000000000005,0.6890000000000001,1.1560000000000006
2MASS J10452400-0149576,L1,71.0,13.16,12.352,11.78,11.452,11.227,0.8079999999999998,0.572000000000001,1.3800000000000008,0.22499999999999964,0.3279999999999994,0.552999999999999
2MASS J10452400-0149576,L1: FLD-G,71.0,13.16,12.352,11.78,11.452,11.227,0.8079999999999998,0.572000000000001,1.3800000000000008,0.22499999999999964,0.3279999999999994,0.552999999999999
2MASS J10461875+4441149,L5 pec (sl. blue),75.0,15.622,14.656,14.13,13.537,13.313,0.9659999999999993,0.5259999999999998,1.491999999999999,0.2240000000000002,0.593,0.8170000000000002
2MASS J10475385+2124234,T6.5,86.5,15.819,15.797,16.2,15.35,12.972,0.02200000000000024,-0.4029999999999987,-0.38099999999999845,2.378,0.8499999999999996,3.2279999999999998
2MASS J10475385+2124234,T7,87.0,15.819,15.797,16.2,15.35,12.972,0.02200000000000024,-0.4029999999999987,-0.38099999999999845,2.378,0.8499999999999996,3.2279999999999998
2MASS J10511900+5613086,L0.8,70.8,13.244,12.42,11.905,11.538,11.278,0.8239999999999998,0.5150000000000006,1.3390000000000004,0.2599999999999998,0.3669999999999991,0.6269999999999989
2MASS J10511900+5613086,L2,72.0,13.244,12.42,11.905,11.538,11.278,0.8239999999999998,0.5150000000000006,1.3390000000000004,0.2599999999999998,0.3669999999999991,0.6269999999999989
2MASS J10513331-1916530,L0.3 FLD-G,70.3,14.687,13.955,13.425,13.081,12.821,0.7319999999999993,0.5299999999999994,1.2619999999999987,0.2599999999999998,0.3440000000000012,0.604000000000001
2MASS J10584787-1548172,L2.2 FLD-G,72.2,14.155,13.226,12.532,12.066,11.766,0.9289999999999985,0.6940000000000008,1.6229999999999993,0.3000000000000007,0.4659999999999993,0.766
2MASS J10584787-1548172,L3,73.0,14.155,13.226,12.532,12.066,11.766,0.9289999999999985,0.6940000000000008,1.6229999999999993,0.3000000000000007,0.4659999999999993,0.766
2MASS J10595138-2113082,L1,71.0,14.556,13.754,13.21,12.937,12.634,0.8019999999999996,0.5439999999999987,1.3459999999999983,0.30299999999999905,0.27300000000000146,0.5760000000000005
2MASS J10595138-2113082,L2,72.0,14.556,13.754,13.21,12.937,12.634,0.8019999999999996,0.5439999999999987,1.3459999999999983,0.30299999999999905,0.27300000000000146,0.5760000000000005
2MASS J10595185+3042059,T4,84.0,16.195,15.766,15.56,15.679,14.421,0.42900000000000027,0.20599999999999952,0.6349999999999998,1.258000000000001,-0.11899999999999977,1.1390000000000011
2MASS J11000965+4957470,L3,73.0,15.28,14.19,13.47,12.961,12.621,1.0899999999999999,0.7199999999999989,1.8099999999999987,0.33999999999999986,0.5090000000000003,0.8490000000000002
2MASS J11000965+4957470,L3.5,73.5,15.28,14.19,13.47,12.961,12.621,1.0899999999999999,0.7199999999999989,1.8099999999999987,0.33999999999999986,0.5090000000000003,0.8490000000000002
2MASS J11001126-2718386,L1,71.0,15.445,14.569,14.176,13.751,13.572,0.8759999999999994,0.3930000000000007,1.2690000000000001,0.17900000000000027,0.4250000000000007,0.604000000000001
2MASS J11040127+1959217,L4,74.0,14.38,13.476,12.95,12.33,12.065,0.9039999999999999,0.5260000000000016,1.4300000000000015,0.26500000000000057,0.6199999999999992,0.8849999999999998
2MASS J11040127+1959217,L5.5,75.5,14.38,13.476,12.95,12.33,12.065,0.9039999999999999,0.5260000000000016,1.4300000000000015,0.26500000000000057,0.6199999999999992,0.8849999999999998
2MASS J11061197+2754225,T2.5,82.5,14.824,14.15,13.801,13.179,12.36,0.6739999999999995,0.3490000000000002,1.0229999999999997,0.8190000000000008,0.6219999999999999,1.4410000000000007
2MASS J11083081+6830169,L1 gamma,71.0,,,,11.132,10.773,,,,0.359,,
2MASS J11083081+6830169,L1.8: INT-G,71.8,,,,11.132,10.773,,,,0.359,,
2MASS J11101001+0116130,T5.5,85.5,16.343,15.924,,15.415,13.917,0.4190000000000005,,,1.4979999999999993,,
2MASS J11122567+3548131,L4.5,74.5,14.584,13.499,12.721,11.946,11.656,1.084999999999999,0.7780000000000005,1.8629999999999995,0.28999999999999915,0.7750000000000004,1.0649999999999995
2MASS J11122567+3548131,L5: FLD-G,75.0,14.584,13.499,12.721,11.946,11.656,1.084999999999999,0.7780000000000005,1.8629999999999995,0.28999999999999915,0.7750000000000004,1.0649999999999995
2MASS J11124910-2044315,L0.5::,70.5,14.923,14.083,13.47,13.201,12.953,0.8399999999999999,0.6129999999999995,1.4529999999999994,0.2480000000000011,0.26900000000000013,0.5170000000000012
2MASS J11132009+3430582,L3,73.0,16.767,15.803,15.51,14.663,14.371,0.9639999999999986,0.29300000000000104,1.2569999999999997,0.2919999999999998,0.8469999999999995,1.1389999999999993
2MASS J11145133-2618235,T7.5,87.5,15.858,15.734,16.54,15.256,12.239,0.12400000000000055,-0.8059999999999992,-0.6819999999999986,3.0169999999999995,1.283999999999999,4.300999999999998
2MASS J11145133-2618235,T8,88.0,15.858,15.734,16.54,15.256,12.239,0.12400000000000055,-0.8059999999999992,-0.6819999999999986,3.0169999999999995,1.283999999999999,4.300999999999998
2MASS J11173691+3609359,L0:,70.0,14.269,13.46,12.963,12.559,12.289,0.8089999999999993,0.49700000000000166,1.306000000000001,0.2699999999999996,0.4039999999999999,0.6739999999999995
2MASS J11181292-0856106,L6,76.0,15.74,14.77,14.18,13.611,13.244,0.9700000000000006,0.5899999999999999,1.5600000000000005,0.3670000000000009,0.5689999999999991,0.9359999999999999
2MASS J11181292-0856106,L6 pec (blue),76.0,15.74,14.77,14.18,13.611,13.244,0.9700000000000006,0.5899999999999999,1.5600000000000005,0.3670000000000009,0.5689999999999991,0.9359999999999999
2MASS J11191046+0552484,L4,74.0,16.762,15.479,15.034,14.186,13.864,1.2830000000000013,0.4449999999999985,1.7279999999999998,0.3219999999999992,0.8480000000000008,1.17
2MASS J11220826-3512363,T2,82.0,15.019,14.358,14.383,13.906,12.832,0.6609999999999996,-0.02499999999999858,0.636000000000001,1.0739999999999998,0.47699999999999854,1.5509999999999984
2MASS J11260310+4819256,L5,75.0,17.2,,15.43,15.022,14.887,,,1.7699999999999996,0.1349999999999998,0.4079999999999995,0.5429999999999993
2MASS J11263991-5003550,L4.5,74.5,14.0,13.284,12.829,12.26,11.961,0.7159999999999993,0.45500000000000007,1.1709999999999994,0.2989999999999995,0.5690000000000008,0.8680000000000003
2MASS J11263991-5003550,L6.5:: pec,76.5,14.0,13.284,12.829,12.26,11.961,0.7159999999999993,0.45500000000000007,1.1709999999999994,0.2989999999999995,0.5690000000000008,0.8680000000000003
2MASS J11271382-3735076,L0.6 VL-G,70.6,16.469,15.568,15.229,14.425,14.032,0.9010000000000016,0.3390000000000004,1.240000000000002,0.3930000000000007,0.8039999999999985,1.1969999999999992
2MASS J11391441-4321106,L2.5,72.5,16.489,15.459,14.936,14.712,14.464,1.0300000000000011,0.5229999999999997,1.5530000000000008,0.24799999999999933,0.2240000000000002,0.47199999999999953
2MASS J11463449+2230527,L3,73.0,14.165,13.182,12.59,12.032,11.732,0.9829999999999988,0.5920000000000005,1.5749999999999993,0.3000000000000007,0.5579999999999998,0.8580000000000005
2MASS J11472421-2040204,L7: red,77.0,,,,13.677,13.088,,,,0.5890000000000004,,
2MASS J11533966+5032092,L0.3,70.3,14.189,13.305,12.851,12.506,12.275,0.8840000000000003,0.45399999999999885,1.3379999999999992,0.23099999999999987,0.34500000000000064,0.5760000000000005
2MASS J11533966+5032092,L1:,71.0,14.189,13.305,12.851,12.506,12.275,0.8840000000000003,0.45399999999999885,1.3379999999999992,0.23099999999999987,0.34500000000000064,0.5760000000000005
2MASS J11544223-3400390,L0 beta,70.0,14.2,13.331,12.85,12.32,12.037,0.8689999999999998,0.48099999999999987,1.3499999999999996,0.2829999999999995,0.5299999999999994,0.8129999999999988
2MASS J11544223-3400390,L0.8 INT-G,70.8,14.2,13.331,12.85,12.32,12.037,0.8689999999999998,0.48099999999999987,1.3499999999999996,0.2829999999999995,0.5299999999999994,0.8129999999999988
2MASS J11550087+2307058,L4,74.0,15.848,14.7,14.08,13.436,13.163,1.1480000000000015,0.6199999999999992,1.7680000000000007,0.2729999999999997,0.6440000000000001,0.9169999999999998
2MASS J11553952-3727350,L2,72.0,12.811,12.04,11.462,11.04,10.733,0.7710000000000008,0.5779999999999994,1.3490000000000002,0.3069999999999986,0.4220000000000006,0.7289999999999992
2MASS J11553952-3727350,L2.3,72.3,12.811,12.04,11.462,11.04,10.733,0.7710000000000008,0.5779999999999994,1.3490000000000002,0.3069999999999986,0.4220000000000006,0.7289999999999992
2MASS J11555389+0559577,L6.8 FLD-G,76.8,15.66,14.703,14.118,13.298,12.895,0.9570000000000007,0.5849999999999991,1.5419999999999998,0.40300000000000047,0.8200000000000003,1.2230000000000008
2MASS J12043036+3212595,L0,70.0,13.818,13.091,12.515,12.209,11.975,0.7270000000000003,0.5759999999999987,1.302999999999999,0.23399999999999999,0.30600000000000094,0.5400000000000009
2MASS J12070374-3151298,L2.5,72.5,15.85,14.719,13.997,13.568,13.277,1.1310000000000002,0.7219999999999995,1.8529999999999998,0.29100000000000037,0.42900000000000027,0.7200000000000006
2MASS J12070374-3151298,L3:,73.0,15.85,14.719,13.997,13.568,13.277,1.1310000000000002,0.7219999999999995,1.8529999999999998,0.29100000000000037,0.42900000000000027,0.7200000000000006
2MASS J12073804-3909050,L0.9,70.9,14.69,13.817,13.244,12.846,12.572,0.8729999999999993,0.5730000000000004,1.4459999999999997,0.2740000000000009,0.3979999999999997,0.6720000000000006
2MASS J12073804-3909050,L2:,72.0,14.69,13.817,13.244,12.846,12.572,0.8729999999999993,0.5730000000000004,1.4459999999999997,0.2740000000000009,0.3979999999999997,0.6720000000000006
2MASS J12074717+0244249,L8,78.0,15.58,14.561,13.986,13.397,12.784,1.0190000000000001,0.5749999999999993,1.5939999999999994,0.6129999999999995,0.5890000000000004,1.202
2MASS J12074717+0244249,T0,80.0,15.58,14.561,13.986,13.397,12.784,1.0190000000000001,0.5749999999999993,1.5939999999999994,0.6129999999999995,0.5890000000000004,1.202
2MASS J12074836-3900043,L0 gamma,70.0,15.494,14.608,14.04,13.622,13.204,0.8859999999999992,0.5680000000000014,1.4540000000000006,0.41799999999999926,0.41799999999999926,0.8359999999999985
2MASS J12074836-3900043,L1: VL-G,71.0,15.494,14.608,14.04,13.622,13.204,0.8859999999999992,0.5680000000000014,1.4540000000000006,0.41799999999999926,0.41799999999999926,0.8359999999999985
2MASS J12095613-1004008,T3,83.0,15.914,15.329,15.062,14.674,13.51,0.5849999999999991,0.26700000000000124,0.8520000000000003,1.1639999999999997,0.3879999999999999,1.5519999999999996
2MASS J12095613-1004008,T3.5,83.5,15.914,15.329,15.062,14.674,13.51,0.5849999999999991,0.26700000000000124,0.8520000000000003,1.1639999999999997,0.3879999999999999,1.5519999999999996
2MASS J12123389+0206280,L1,71.0,16.128,15.002,14.192,14.01,13.841,1.1259999999999994,0.8100000000000005,1.936,0.16900000000000048,0.18200000000000038,0.35100000000000087
2MASS J12130336-0432437,L4.2,74.2,14.683,13.648,13.014,12.347,12.053,1.0350000000000001,0.6340000000000003,1.6690000000000005,0.2939999999999987,0.6669999999999998,0.9609999999999985
2MASS J12130336-0432437,L5,75.0,14.683,13.648,13.014,12.347,12.053,1.0350000000000001,0.6340000000000003,1.6690000000000005,0.2939999999999987,0.6669999999999998,0.9609999999999985
2MASS J12154430-3420594,T4.5,84.5,16.236,15.809,16.32,15.957,14.379,0.4270000000000014,-0.511000000000001,-0.08399999999999963,1.5780000000000012,0.36299999999999955,1.9410000000000007
2MASS J12162161+4456340,L5,75.0,16.345,15.661,15.015,14.382,14.168,0.6839999999999993,0.645999999999999,1.3299999999999983,0.2140000000000004,0.6330000000000009,0.8470000000000013
2MASS J12171110-0311131,T7,87.0,15.86,15.748,15.92,15.288,13.197,0.1120000000000001,-0.1720000000000006,-0.0600000000000005,2.091000000000001,0.6319999999999997,2.7230000000000008
2MASS J12171110-0311131,T7.5,87.5,15.86,15.748,15.92,15.288,13.197,0.1120000000000001,-0.1720000000000006,-0.0600000000000005,2.091000000000001,0.6319999999999997,2.7230000000000008
2MASS J12171942-4830012,L1,71.0,16.479,15.62,14.853,14.68,14.534,0.859,0.7669999999999995,1.6259999999999994,0.14599999999999902,0.17300000000000004,0.31899999999999906
2MASS J12172372-0237369,L4,74.0,16.897,15.81,14.993,14.515,14.226,1.086999999999998,0.8170000000000002,1.9039999999999981,0.2889999999999997,0.47799999999999976,0.7669999999999995
2MASS J12195156+3128497,L8,78.0,15.913,14.907,14.305,13.529,12.953,1.0060000000000002,0.6020000000000003,1.6080000000000005,0.5760000000000005,0.7759999999999998,1.3520000000000003
2MASS J12212770+0257198,L0,70.0,13.169,12.41,11.953,11.63,11.347,0.7590000000000003,0.45700000000000074,1.216000000000001,0.28300000000000125,0.3229999999999986,0.6059999999999999
2MASS J12255432-2739466,T6,86.0,15.26,15.098,15.073,14.743,12.87,0.16199999999999903,0.025000000000000355,0.1869999999999994,1.873000000000001,0.33000000000000007,2.203000000000001
2MASS J12281523-1547342,L5,75.0,14.378,13.347,12.767,12.01,11.694,1.0310000000000006,0.5800000000000001,1.6110000000000007,0.31599999999999895,0.7569999999999997,1.0729999999999986
2MASS J12281523-1547342,L6::,76.0,14.378,13.347,12.767,12.01,11.694,1.0310000000000006,0.5800000000000001,1.6110000000000007,0.31599999999999895,0.7569999999999997,1.0729999999999986
2MASS J12304562+2827583,L4:,74.0,16.073,15.01,14.43,13.937,13.692,1.0630000000000006,0.5800000000000001,1.6430000000000007,0.24499999999999922,0.4930000000000003,0.7379999999999995
2MASS J12312141+4959234,L2,72.0,14.617,13.709,13.135,12.588,12.272,0.9080000000000013,0.5739999999999998,1.482000000000001,0.31599999999999895,0.5470000000000006,0.8629999999999995
2MASS J12312141+4959234,L3.4,73.4,14.617,13.709,13.135,12.588,12.272,0.9080000000000013,0.5739999999999998,1.482000000000001,0.31599999999999895,0.5470000000000006,0.8629999999999995
2MASS J12314753+0847331,T5.5,85.5,15.57,15.309,15.22,15.066,13.083,0.261000000000001,0.08899999999999864,0.34999999999999964,1.9830000000000005,0.15399999999999991,2.1370000000000005
2MASS J12314753+0847331,T6,86.0,15.57,15.309,15.22,15.066,13.083,0.261000000000001,0.08899999999999864,0.34999999999999964,1.9830000000000005,0.15399999999999991,2.1370000000000005
2MASS J12321827-0951502,L0,70.0,13.727,13.074,12.554,12.222,11.935,0.6530000000000005,0.5199999999999996,1.173,0.28699999999999903,0.33200000000000074,0.6189999999999998
2MASS J12373919+6526148,T6.5,86.5,16.053,15.739,,15.474,12.946,0.31400000000000006,,,2.5280000000000005,,
2MASS J12373919+6526148,T7,87.0,16.053,15.739,,15.474,12.946,0.31400000000000006,,,2.5280000000000005,,
2MASS J12392727+5515371,L5,75.0,14.711,13.568,12.792,12.048,11.689,1.1430000000000007,0.7759999999999998,1.9190000000000005,0.359,0.7439999999999998,1.1029999999999998
2MASS J12451416-4429077,L0: VL-G,70.0,14.518,13.8,13.369,12.974,12.623,0.718,0.43100000000000094,1.149000000000001,0.35100000000000087,0.3949999999999996,0.7460000000000004
2MASS J12474944-1117551,L0:,70.0,15.991,15.104,14.725,14.391,14.152,0.8870000000000005,0.37899999999999956,1.266,0.23900000000000077,0.33399999999999963,0.5730000000000004
2MASS J12535039-4211215,L0.3 VL-G,70.3,16.0,15.3,14.739,14.253,13.929,0.6999999999999993,0.5609999999999999,1.2609999999999992,0.32399999999999984,0.48600000000000065,0.8100000000000005
2MASS J12545393-0122474,T2,82.0,14.891,14.09,13.837,13.297,12.396,0.8010000000000002,0.2530000000000001,1.0540000000000003,0.9009999999999998,0.5399999999999991,1.440999999999999
2MASS J12560183-1257276,L7 VL-G,77.0,16.66,15.6,14.57,12.643,12.282,1.0600000000000005,1.0299999999999994,2.09,0.36100000000000065,1.9269999999999996,2.2880000000000003
2MASS J12560183-1257276,L8::,78.0,16.66,15.6,14.57,12.643,12.282,1.0600000000000005,1.0299999999999994,2.09,0.36100000000000065,1.9269999999999996,2.2880000000000003
2MASS J12563961-2718455,L3.4 INT-G,73.4,16.416,15.374,14.709,14.101,13.744,1.0419999999999998,0.6650000000000009,1.7070000000000007,0.3570000000000011,0.6079999999999988,0.9649999999999999
2MASS J12565688+0146163,L1.6,71.6,14.48,13.516,12.791,12.324,12.053,0.9640000000000004,0.7249999999999996,1.689,0.270999999999999,0.4670000000000005,0.7379999999999995
2MASS J12565688+0146163,L2:,72.0,14.48,13.516,12.791,12.324,12.053,0.9640000000000004,0.7249999999999996,1.689,0.270999999999999,0.4670000000000005,0.7379999999999995
2MASS J12594167+1001380,L4.5,74.5,16.72,15.534,14.888,14.05,13.641,1.1859999999999982,0.6460000000000008,1.831999999999999,0.4090000000000007,0.8379999999999992,1.2469999999999999
2MASS J13004255+1912354,L1,71.0,12.717,12.08,11.624,11.295,11.009,0.6370000000000005,0.4559999999999995,1.093,0.2859999999999996,0.3290000000000006,0.6150000000000002
2MASS J13004255+1912354,L3,73.0,12.717,12.08,11.624,11.295,11.009,0.6370000000000005,0.4559999999999995,1.093,0.2859999999999996,0.3290000000000006,0.6150000000000002
2MASS J13015465-1510223,L1,71.0,14.538,13.665,13.1,12.793,12.554,0.8730000000000011,0.5649999999999995,1.4380000000000006,0.238999999999999,0.3070000000000004,0.5459999999999994
2MASS J13023811+5650212,L2,72.0,16.36,15.469,14.972,14.576,14.295,0.891,0.4969999999999999,1.388,0.2810000000000006,0.395999999999999,0.6769999999999996
2MASS J13023811+5650212,L3: pec (sl. blue),73.0,16.36,15.469,14.972,14.576,14.295,0.891,0.4969999999999999,1.388,0.2810000000000006,0.395999999999999,0.6769999999999996
2MASS J13054019-2541059,L0.5 pec,70.5,13.414,12.392,11.747,11.202,10.931,1.0220000000000002,0.6449999999999996,1.6669999999999998,0.2710000000000008,0.5449999999999999,0.8160000000000007
2MASS J13054019-2541059,L2,72.0,13.414,12.392,11.747,11.202,10.931,1.0220000000000002,0.6449999999999996,1.6669999999999998,0.2710000000000008,0.5449999999999999,0.8160000000000007
2MASS J13054106+2046394,L5,75.0,15.201,14.04,13.368,12.561,12.191,1.1610000000000014,0.6719999999999988,1.8330000000000002,0.3699999999999992,0.8070000000000004,1.1769999999999996
2MASS J13054106+2046394,L6.5,76.5,15.201,14.04,13.368,12.561,12.191,1.1610000000000014,0.6719999999999988,1.8330000000000002,0.3699999999999992,0.8070000000000004,1.1769999999999996
2MASS J13061727+3820296,L0,70.0,14.63,13.8,13.219,12.916,12.64,0.8300000000000001,0.5810000000000013,1.4110000000000014,0.2759999999999998,0.30299999999999905,0.5789999999999988
2MASS J13061727+3820296,L0.6,70.6,14.63,13.8,13.219,12.916,12.64,0.8300000000000001,0.5810000000000013,1.4110000000000014,0.2759999999999998,0.30299999999999905,0.5789999999999988
2MASS J13081228+6103486,L2,72.0,16.67,16.155,,14.969,14.743,0.5150000000000006,,,0.2259999999999991,,
2MASS J13114227+3629235,L5 pec (blue),75.0,15.545,14.752,14.14,13.534,13.165,0.7929999999999993,0.6120000000000001,1.4049999999999994,0.36900000000000155,0.6059999999999999,0.9750000000000014
2MASS J13120707+3937445,L0:,70.0,14.165,13.406,12.945,12.63,12.381,0.7589999999999986,0.4610000000000003,1.2199999999999989,0.24900000000000055,0.3149999999999995,0.5640000000000001
2MASS J13184794+1736117,L5.5,75.5,16.341,15.227,14.533,13.907,13.564,1.1140000000000008,0.6940000000000008,1.8080000000000016,0.34299999999999997,0.6259999999999994,0.9689999999999994
2MASS J13204427+0409045,L2.5,72.5,15.246,14.302,13.621,13.162,12.882,0.9440000000000008,0.6809999999999992,1.625,0.28000000000000114,0.45899999999999963,0.7390000000000008
2MASS J13204427+0409045,L3::,73.0,15.246,14.302,13.621,13.162,12.882,0.9440000000000008,0.6809999999999992,1.625,0.28000000000000114,0.45899999999999963,0.7390000000000008
2MASS J13243553+6358281,T0.5,80.5,15.596,14.576,14.058,13.112,12.318,1.0199999999999996,0.5180000000000007,1.5380000000000003,0.7940000000000005,0.9459999999999997,1.7400000000000002
2MASS J13243553+6358281,T2.5 pec,82.5,15.596,14.576,14.058,13.112,12.318,1.0199999999999996,0.5180000000000007,1.5380000000000003,0.7940000000000005,0.9459999999999997,1.7400000000000002
2MASS J13262981-0038314,L7,77.0,16.103,15.05,14.208,13.252,12.754,1.0530000000000008,0.8420000000000005,1.8950000000000014,0.4980000000000011,0.9559999999999995,1.4540000000000006
2MASS J13262981-0038314,L8:,78.0,16.103,15.05,14.208,13.252,12.754,1.0530000000000008,0.8420000000000005,1.8950000000000014,0.4980000000000011,0.9559999999999995,1.4540000000000006
2MASS J13285503+2114486,L4.1,74.1,16.192,15.002,14.265,13.6,13.4,1.1899999999999995,0.7370000000000001,1.9269999999999996,0.1999999999999993,0.6650000000000009,0.8650000000000002
2MASS J13285503+2114486,L5,75.0,16.192,15.002,14.265,13.6,13.4,1.1899999999999995,0.7370000000000001,1.9269999999999996,0.1999999999999993,0.6650000000000009,0.8650000000000002
2MASS J13313310+3407583,L0,70.0,14.333,13.401,12.885,12.542,12.318,0.9320000000000004,0.516,1.4480000000000004,0.2240000000000002,0.34299999999999997,0.5670000000000002
2MASS J13313310+3407583,L0: FLD-G,70.0,14.333,13.401,12.885,12.542,12.318,0.9320000000000004,0.516,1.4480000000000004,0.2240000000000002,0.34299999999999997,0.5670000000000002
2MASS J13314894-0116500,L6,76.0,15.459,14.475,14.073,13.432,13.146,0.984,0.40199999999999925,1.3859999999999992,0.2859999999999996,0.641,0.9269999999999996
2MASS J13314894-0116500,L6:,76.0,15.459,14.475,14.073,13.432,13.146,0.984,0.40199999999999925,1.3859999999999992,0.2859999999999996,0.641,0.9269999999999996
2MASS J13341216-8226232,L0,70.0,14.566,13.751,13.182,12.904,12.713,0.8150000000000013,0.5689999999999991,1.3840000000000003,0.19100000000000072,0.27800000000000047,0.4690000000000012
2MASS J13364062+3743230,L0.4,70.4,14.412,13.63,13.099,12.782,12.563,0.782,0.5310000000000006,1.3130000000000006,0.21899999999999942,0.31700000000000017,0.5359999999999996
2MASS J13364062+3743230,L1,71.0,14.412,13.63,13.099,12.782,12.563,0.782,0.5310000000000006,1.3130000000000006,0.21899999999999942,0.31700000000000017,0.5359999999999996
2MASS J13373116+4938367,L0,70.0,13.765,13.035,12.576,12.26,11.985,0.7300000000000004,0.45899999999999963,1.189,0.27500000000000036,0.3160000000000007,0.5910000000000011
2MASS J13384944+0437315,L0.0,70.0,14.157,13.249,12.737,12.426,12.227,0.9079999999999995,0.5120000000000005,1.42,0.19899999999999984,0.31099999999999994,0.5099999999999998
2MASS J13384944+0437315,L1,71.0,14.157,13.249,12.737,12.426,12.227,0.9079999999999995,0.5120000000000005,1.42,0.19899999999999984,0.31099999999999994,0.5099999999999998
2MASS J13411160-3052505,L2.7:,72.7,14.61,13.72,13.081,12.737,12.444,0.8899999999999988,0.6390000000000011,1.529,0.29299999999999926,0.3439999999999994,0.6369999999999987
2MASS J13411160-3052505,L2::,72.0,14.61,13.72,13.081,12.737,12.444,0.8899999999999988,0.6390000000000011,1.529,0.29299999999999926,0.3439999999999994,0.6369999999999987
2MASS J13431670+3945087,L5,75.0,16.162,14.857,14.15,13.217,12.836,1.3049999999999997,0.706999999999999,2.0119999999999987,0.3810000000000002,0.9329999999999998,1.314
2MASS J13464634-0031501,T6.5,86.5,16.0,15.459,15.772,15.477,13.567,0.5410000000000004,-0.3130000000000006,0.22799999999999976,1.9100000000000001,0.29499999999999993,2.205
2MASS J13464634-0031501,T7,87.0,16.0,15.459,15.772,15.477,13.567,0.5410000000000004,-0.3130000000000006,0.22799999999999976,1.9100000000000001,0.29499999999999993,2.205
2MASS J13475911-7610054,L0:,70.0,13.79,13.04,12.55,,,0.75,0.48999999999999844,1.2399999999999984,,,
2MASS J13484591+0353545,L0:,70.0,14.628,13.76,13.229,12.891,12.665,0.8680000000000003,0.5310000000000006,1.399000000000001,0.22600000000000087,0.3379999999999992,0.5640000000000001
2MASS J13571237+1428398,L3,73.0,15.584,14.647,13.88,13.348,12.99,0.9369999999999994,0.7669999999999995,1.7039999999999988,0.35800000000000054,0.532,0.8900000000000006
2MASS J13571237+1428398,L3:,73.0,15.584,14.647,13.88,13.348,12.99,0.9369999999999994,0.7669999999999995,1.7039999999999988,0.35800000000000054,0.532,0.8900000000000006
